Index,Rk,Player,Age,Date,League,Team,At,Opp,Result,GameNum,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,YrdPass,TDPass,IntPass,AttRush,YdsRush,TDRush,Rec,YdsRec,TDRec,Fmb,FGM,FGA,XPM,XPA
4,3,Todd Heap,24.278,12/19/2004,NFL,BAL,@,IND,L 10-20,14,15,Sun,11.8,15.8,15.8,13.8,0,0,0,0,0,0,0,0,4,58,1,0,,,,
5,4,Kris Mangum,31.125,12/18/2004,NFL,CAR,@,ATL,L 31-34,14,15,Sat,11.3,15.3,15.3,13.3,0,0,0,0,0,0,0,0,4,53,1,0,,,,
6,5,Teyo Johnson,23.02,12/19/2004,NFL,OAK,,TEN,W 40-35,14,15,Sun,10.9,13.9,13.9,12.4,0,0,0,0,0,0,0,0,3,49,1,0,,,,
7,6,Daniel Graham,26.034,12/20/2004,NFL,NWE,@,MIA,L 28-29,14,15,Mon,8.4,11.4,11.4,9.9,0,0,0,0,0,0,0,0,3,24,1,0,,,,
8,7,Chad Lewis,33.075,12/19/2004,NFL,PHI,,DAL,W 12-7,14,15,Sun,8,10,10,9,0,0,0,0,0,0,0,0,2,20,1,0,,,,
9,8,Matt Schobel,26.045,12/19/2004,NFL,CIN,,BUF,L 17-33,14,15,Sun,8,11,11,9.5,0,0,0,0,0,0,0,0,3,20,1,0,,,,
10,9,Eric Johnson,25.094,12/18/2004,NFL,SFO,,WAS,L 16-26,14,15,Sat,7.3,15.3,15.3,11.3,0,0,0,0,0,0,0,0,8,73,0,0,,,,
11,10,Jeremy Shockey,24.122,12/18/2004,NFL,NYG,,PIT,L 30-33,14,15,Sat,7.3,10.3,10.3,8.8,0,0,0,0,0,0,0,0,3,13,1,0,,,,
12,11,Robert Royal,25.217,12/18/2004,NFL,WAS,@,SFO,W 26-16,14,15,Sat,7.2,8.2,8.2,7.7,0,0,0,0,0,0,0,0,1,12,1,0,,,,
13,12,Jerramy Stevens,25.036,12/19/2004,NFL,SEA,@,NYJ,L 14-37,14,15,Sun,6.6,7.6,7.6,7.1,0,0,0,0,0,0,0,0,1,6,1,0,,,,
14,13,Jason Witten,22.227,12/19/2004,NFL,DAL,@,PHI,L 7-12,14,15,Sun,6.6,12.6,12.6,9.6,0,0,0,0,0,0,0,0,6,66,0,0,,,,
15,14,Marcellus Rivers,26.053,12/18/2004,NFL,NYG,,PIT,L 30-33,14,15,Sat,6.1,7.1,7.1,6.6,0,0,0,0,0,0,0,0,1,1,1,0,,,,
16,15,Tony Gonzalez,28.296,12/19/2004,NFL,KAN,,DEN,W 45-17,14,15,Sun,4.4,7.4,7.4,5.9,0,0,0,0,0,0,0,0,3,44,0,0,,,,
17,16,Itula Mili,31.243,12/19/2004,NFL,SEA,@,NYJ,L 14-37,14,15,Sun,4.3,8.3,8.3,6.3,0,0,0,0,0,0,0,0,4,43,0,0,,,,
18,17,L.J. Smith,24.22,12/19/2004,NFL,PHI,,DAL,W 12-7,14,15,Sun,4.1,8.1,8.1,6.1,0,0,0,0,0,0,0,0,4,41,0,0,,,,
19,18,Jermaine Wiggins,29.336,12/19/2004,NFL,MIN,@,DET,W 28-27,14,15,Sun,3.9,9.9,9.9,6.9,0,0,0,0,0,0,0,0,6,39,0,0,,,,
20,19,Alge Crumpler,26.361,12/18/2004,NFL,ATL,,CAR,W 34-31,14,15,Sat,3.8,6.8,6.8,5.3,0,0,0,0,0,0,0,0,3,38,0,0,,,,
21,20,Marcus Pollard,32.315,12/19/2004,NFL,IND,,BAL,W 20-10,14,15,Sun,3.4,5.4,5.4,4.4,0,0,0,0,0,0,0,0,2,34,0,0,,,,
23,21,Jeb Putzier,25.334,12/19/2004,NFL,DEN,@,KAN,L 17-45,14,15,Sun,3,6,6,4.5,0,0,0,0,0,0,0,0,3,30,0,0,,,,
24,22,Randy McMichael,25.175,12/20/2004,NFL,MIA,,NWE,W 29-28,14,15,Mon,2.9,6.9,6.9,4.9,0,0,0,0,0,0,0,0,4,29,0,0,,,,
25,23,Mike Seidman,23.311,12/18/2004,NFL,CAR,@,ATL,L 31-34,14,15,Sat,2.9,4.9,4.9,3.9,0,0,0,0,0,0,0,0,2,29,0,0,,,,
26,24,Stephen Alexander,29.042,12/19/2004,NFL,DET,,MIN,L 27-28,14,15,Sun,2.6,4.6,4.6,3.6,0,0,0,0,0,0,0,0,2,26,0,0,,,,
27,25,Sean Berton,25.049,12/19/2004,NFL,MIN,@,DET,W 28-27,14,15,Sun,2.3,5.3,5.3,3.8,0,0,0,0,0,0,0,0,3,23,0,0,,,,
28,26,Boo Williams,25.18,12/19/2004,NFL,NOR,@,TAM,W 21-17,14,15,Sun,2.2,4.2,4.2,3.2,0,0,0,0,0,0,0,0,2,22,0,0,,,,
29,27,Reggie Kelly,27.301,12/19/2004,NFL,CIN,,BUF,L 17-33,14,15,Sun,1.8,4.8,4.8,3.3,0,0,0,0,0,0,0,0,3,18,0,0,,,,
30,28,Chris Baker,25.031,12/19/2004,NFL,NYJ,,SEA,W 37-14,14,15,Sun,1.7,2.7,2.7,2.2,0,0,0,0,0,0,0,0,1,17,0,0,,,,
31,29,Ryan Hannam,24.299,12/19/2004,NFL,SEA,@,NYJ,L 14-37,14,15,Sun,1.7,2.7,2.7,2.2,0,0,0,0,0,0,0,0,1,17,0,0,,,,
32,30,Cam Cleeland,29.126,12/19/2004,NFL,STL,@,ARI,L 7-31,14,15,Sun,1.6,3.6,3.6,2.6,0,0,0,0,0,0,0,0,2,16,0,0,,,,
33,31,Desmond Clark,27.243,12/19/2004,NFL,CHI,,HOU,L 5-24,14,15,Sun,1.4,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,,,,
34,32,Dallas Clark,25.19,12/19/2004,NFL,IND,,BAL,W 20-10,14,15,Sun,1.3,2.3,2.3,1.8,0,0,0,0,0,0,0,0,1,13,0,0,,,,
35,33,Freddie Jones,30.094,12/19/2004,NFL,ARI,,STL,W 31-7,14,15,Sun,1.2,3.2,3.2,2.2,0,0,0,0,0,0,0,0,2,12,0,0,,,,
36,34,Darnell Dinkins,27.334,12/19/2004,NFL,BAL,@,IND,L 10-20,14,15,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
37,35,Bubba Franks,26.348,12/19/2004,NFL,GNB,,JAX,L 25-28,14,15,Sun,1,3,3,2,0,0,0,0,0,0,0,0,2,10,0,0,,,,
38,36,Brandon Manumaleuna,24.35,12/19/2004,NFL,STL,@,ARI,L 7-31,14,15,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
39,37,Ben Steele,26.206,12/19/2004,NFL,GNB,,JAX,L 25-28,14,15,Sun,1,3,3,2,0,0,0,0,0,0,0,0,2,10,0,0,,,,
40,38,Todd Yoder,26.276,12/19/2004,NFL,JAX,@,GNB,W 28-25,14,15,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
2,1,Tony Gonzalez,28.302,12/25/2004,NFL,KAN,,OAK,W 31-30,15,16,Sat,24.4,35.4,38.4,29.9,0,0,0,0,0,0,0,0,11,124,2,0,,,,
3,2,Lee Evans,23.29,12/26/2004,NFL,BUF,@,SFO,W 41-7,15,16,Sun,23.3,31.3,31.3,27.3,0,0,0,0,0,1,21,0,8,92,2,0,,,,
4,3,Antonio Gates,24.191,12/26/2004,NFL,SDG,@,IND,L 31-34,15,16,Sun,10.9,17.9,17.9,14.4,0,0,0,0,0,0,0,0,7,49,1,0,,,,
5,4,Daniel Graham,26.04,12/26/2004,NFL,NWE,@,NYJ,W 23-7,15,16,Sun,9,11,11,10,0,0,0,0,0,0,0,0,2,30,1,0,,,,
6,5,Jerame Tuman,28.277,12/26/2004,NFL,PIT,,BAL,W 20-7,15,16,Sun,8.6,10.6,10.6,9.6,0,0,0,0,0,0,0,0,2,26,1,0,,,,
7,6,Bubba Franks,26.353,12/24/2004,NFL,GNB,@,MIN,W 34-31,15,16,Fri,8.2,9.2,9.2,8.7,0,0,0,0,0,0,0,0,1,22,1,0,,,,
8,7,Mike Seidman,23.319,12/26/2004,NFL,CAR,@,TAM,W 37-20,15,16,Sun,7.6,9.6,9.6,8.6,0,0,0,0,0,0,0,0,2,16,1,0,,,,
9,8,Robert Royal,25.225,12/26/2004,NFL,WAS,@,DAL,L 10-13,15,16,Sun,6.5,7.5,7.5,7,0,0,0,0,0,0,0,0,1,5,1,0,,,,
10,9,Jeremy Shockey,24.13,12/26/2004,NFL,NYG,@,CIN,L 22-23,15,16,Sun,6.4,12.4,12.4,9.4,0,0,0,0,0,0,0,0,6,64,0,0,,,,
11,10,Jeb Putzier,25.34,12/25/2004,NFL,DEN,@,TEN,W 37-16,15,16,Sat,6,10,10,8,0,0,0,0,0,0,0,0,4,60,0,0,,,,
12,11,Randy McMichael,25.181,12/26/2004,NFL,MIA,,CLE,W 10-7,15,16,Sun,5.9,14.9,14.9,10.4,0,0,0,0,0,0,0,0,9,59,0,0,,,,
13,12,Teyo Johnson,23.026,12/25/2004,NFL,OAK,@,KAN,L 30-31,15,16,Sat,5.2,8.2,8.2,6.7,0,0,0,0,0,0,0,0,3,52,0,0,,,,
14,13,Jason Witten,22.234,12/26/2004,NFL,DAL,,WAS,W 13-10,15,16,Sun,5,11,11,8,0,0,0,0,0,0,0,0,6,50,0,0,,,,
15,14,Christian Fauria,33.095,12/26/2004,NFL,NWE,@,NYJ,W 23-7,15,16,Sun,4.4,7.4,7.4,5.9,0,0,0,0,0,0,0,0,3,44,0,0,,,,
16,15,Jermaine Wiggins,29.341,12/24/2004,NFL,MIN,,GNB,L 31-34,15,16,Fri,3.7,7.7,7.7,5.7,0,0,0,0,0,0,0,0,4,37,0,0,,,,
17,16,Todd Heap,24.285,12/26/2004,NFL,BAL,@,PIT,L 7-20,15,16,Sun,3.4,6.4,6.4,4.9,0,0,0,0,0,0,0,0,3,34,0,0,,,,
18,17,Casey Fitzsimmons,24.077,12/26/2004,NFL,DET,,CHI,W 19-13,15,16,Sun,2.7,3.7,3.7,3.2,0,0,0,0,0,0,0,0,1,27,0,0,,,,
19,18,Steve Heiden,28.096,12/26/2004,NFL,CLE,@,MIA,L 7-10,15,16,Sun,2.7,3.7,3.7,3.2,0,0,0,0,0,0,0,0,1,27,0,0,,,,
20,19,Kris Mangum,31.133,12/26/2004,NFL,CAR,@,TAM,W 37-20,15,16,Sun,2.5,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,,,,
21,20,Terry Jones,25.023,12/26/2004,NFL,BAL,@,PIT,L 7-20,15,16,Sun,2.4,5.4,5.4,3.9,0,0,0,0,0,0,0,0,3,24,0,0,,,,
23,21,Ben Troupe,22.115,12/25/2004,NFL,TEN,,DEN,L 16-37,15,16,Sat,2.4,5.4,5.4,3.9,0,0,0,0,0,0,0,0,3,24,0,0,,,,
24,22,Dallas Clark,25.197,12/26/2004,NFL,IND,,SDG,W 34-31,15,16,Sun,2.3,5.3,5.3,3.8,0,0,0,0,0,0,0,0,3,23,0,0,,,,
25,23,Ken Dilger,33.328,12/26/2004,NFL,TAM,,CAR,L 20-37,15,16,Sun,2.3,5.3,5.3,3.8,0,0,0,0,0,0,0,0,3,23,0,0,,,,
26,24,Ben Hartsock,24.174,12/26/2004,NFL,IND,,SDG,W 34-31,15,16,Sun,2.1,4.1,4.1,3.1,0,0,0,0,0,0,0,0,2,21,0,0,,,,
27,25,Boo Williams,25.187,12/26/2004,NFL,NOR,,ATL,W 26-13,15,16,Sun,2.1,3.1,3.1,2.6,0,0,0,0,0,0,0,0,1,21,0,0,,,,
28,26,Ernie Conwell,32.131,12/26/2004,NFL,NOR,,ATL,W 26-13,15,16,Sun,1.9,2.9,2.9,2.4,0,0,0,0,0,0,0,0,1,19,0,0,,,,
29,27,Ryan Hannam,24.306,12/26/2004,NFL,SEA,,ARI,W 24-21,15,16,Sun,1.8,2.8,2.8,2.3,0,0,0,0,0,0,0,0,1,18,0,0,,,,
30,28,Eric Johnson,25.102,12/26/2004,NFL,SFO,,BUF,L 7-41,15,16,Sun,1.7,3.7,3.7,2.7,0,0,0,0,0,0,0,0,2,17,0,0,,,,
31,29,Dwayne Carswell,32.342,12/25/2004,NFL,DEN,@,TEN,W 37-16,15,16,Sat,1.4,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,,,,
32,30,Stephen Alexander,29.049,12/26/2004,NFL,DET,,CHI,W 19-13,15,16,Sun,1.3,2.3,2.3,1.8,0,0,0,0,0,0,0,0,1,13,0,0,,,,
33,31,Jason Dunn,31.04,12/25/2004,NFL,KAN,,OAK,W 31-30,15,16,Sat,1.3,2.3,2.3,1.8,0,0,0,0,0,0,0,0,1,13,0,0,,,,
34,32,Matt Schobel,26.052,12/26/2004,NFL,CIN,,NYG,W 23-22,15,16,Sun,1.3,2.3,2.3,1.8,0,0,0,0,0,0,0,0,1,13,0,0,,,,
35,33,Desmond Clark,27.25,12/26/2004,NFL,CHI,@,DET,L 13-19,15,16,Sun,1.2,3.2,3.2,2.2,0,0,0,0,0,0,0,0,2,12,0,0,,,,
36,34,Dave Moore,35.045,12/26/2004,NFL,TAM,,CAR,L 20-37,15,16,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
2,1,Tony Gonzalez,28.31,1/2/2005,NFL,KAN,@,SDG,L 17-24,16,17,Sun,14.9,28.9,31.9,21.9,0,0,0,0,0,1,5,0,14,144,0,0,,,,
3,2,Ryan Krause,23.2,1/2/2005,NFL,SDG,,KAN,W 24-17,16,17,Sun,14.1,19.1,19.1,16.6,0,0,0,0,0,0,0,0,5,81,1,0,,,,
4,3,Jason Witten,22.241,1/2/2005,NFL,DAL,@,NYG,L 24-28,16,17,Sun,13.7,21.7,21.7,17.7,0,0,0,0,0,0,0,0,8,77,1,0,,,,
5,4,Bubba Franks,26.362,1/2/2005,NFL,GNB,@,CHI,W 31-14,16,17,Sun,11.9,15.9,15.9,13.9,0,0,0,0,0,0,0,0,4,59,1,0,,,,
6,5,Steve Heiden,28.103,1/2/2005,NFL,CLE,@,HOU,W 22-14,16,17,Sun,8,10,10,9,0,0,0,0,0,0,0,0,2,20,1,0,,,,
7,6,Ben Troupe,22.123,1/2/2005,NFL,TEN,,DET,W 24-19,16,17,Sun,7.5,11.5,11.5,9.5,0,0,0,0,0,0,0,0,4,75,0,0,,,,
8,7,Jerramy Stevens,25.05,1/2/2005,NFL,SEA,,ATL,W 28-26,16,17,Sun,7.4,9.4,9.4,8.4,0,0,0,0,0,0,0,0,2,14,1,0,,,,
9,8,Daniel Wilcox,27.285,1/2/2005,NFL,BAL,,MIA,W 30-23,16,17,Sun,7.2,13.2,13.2,10.2,0,0,0,0,0,0,0,0,6,72,0,0,,,,
10,9,Chris Baker,25.045,1/2/2005,NFL,NYJ,@,STL,L 29-32,16,17,Sun,6.8,7.8,7.8,7.3,0,0,0,0,0,0,0,0,1,8,1,0,,,,
11,10,Patrick Hape,30.21,1/2/2005,NFL,DEN,,IND,W 33-14,16,17,Sun,6.8,8.8,8.8,7.8,0,0,0,0,0,0,0,0,2,8,1,0,,,,
12,11,Jeb Putzier,25.348,1/2/2005,NFL,DEN,,IND,W 33-14,16,17,Sun,6.7,9.7,9.7,8.2,0,0,0,0,0,0,0,0,3,67,0,0,,,,
13,12,Stephen Alexander,29.056,1/2/2005,NFL,DET,@,TEN,L 19-24,16,17,Sun,6.6,12.6,12.6,9.6,0,0,0,0,0,0,0,0,6,66,0,0,,,,
14,13,Visanthe Shiancoe,24.198,1/2/2005,NFL,NYG,,DAL,W 28-24,16,17,Sun,6.6,8.6,8.6,7.6,0,0,0,0,0,0,0,0,2,6,1,0,,,,
15,14,Robert Royal,25.232,1/2/2005,NFL,WAS,,MIN,W 21-18,16,17,Sun,6.4,7.4,7.4,6.9,0,0,0,0,0,0,0,0,1,4,1,0,,,,
16,15,Jed Weaver,28.144,1/2/2005,NFL,NWE,,SFO,W 21-7,16,17,Sun,6.2,10.2,10.2,8.2,0,0,0,0,0,0,0,0,4,62,0,0,,,,
17,16,Terry Jones,25.03,1/2/2005,NFL,BAL,,MIA,W 30-23,16,17,Sun,6.1,7.1,7.1,6.6,0,0,0,0,0,0,0,0,1,1,1,0,,,,
18,17,Jermaine Wiggins,29.35,1/2/2005,NFL,MIN,@,WAS,L 18-21,16,17,Sun,5.8,12.8,12.8,9.3,0,0,0,0,0,0,0,0,7,58,0,0,,,,
19,18,Kris Mangum,31.14,1/2/2005,NFL,CAR,,NOR,L 18-21,16,17,Sun,5.1,11.1,11.1,8.1,0,0,0,0,0,0,0,0,6,51,0,0,,,,
20,19,Christian Fauria,33.102,1/2/2005,NFL,NWE,,SFO,W 21-7,16,17,Sun,3.7,6.7,6.7,5.2,0,0,0,0,0,0,0,0,3,37,0,0,,,,
21,20,Itula Mili,31.257,1/2/2005,NFL,SEA,,ATL,W 28-26,16,17,Sun,3.7,6.7,6.7,5.2,0,0,0,0,0,0,0,0,3,37,0,0,,,,
23,21,L.J. Smith,24.234,1/2/2005,NFL,PHI,,CIN,L 10-38,16,17,Sun,3.7,5.7,5.7,4.7,0,0,0,0,0,0,0,0,2,37,0,0,,,,
24,22,Doug Jolley,26,1/2/2005,NFL,OAK,,JAX,L 6-13,16,17,Sun,3.4,5.4,5.4,4.4,0,0,0,0,0,0,0,0,2,34,0,0,,,,
25,23,Mike Seidman,23.326,1/2/2005,NFL,CAR,,NOR,L 18-21,16,17,Sun,3.4,5.4,5.4,4.4,0,0,0,0,0,0,0,0,2,34,0,0,,,,
26,24,Brandon Manumaleuna,24.364,1/2/2005,NFL,STL,,NYJ,W 32-29,16,17,Sun,3.2,5.2,5.2,4.2,0,0,0,0,0,0,0,0,2,32,0,0,,,,
27,25,Eric Johnson,25.109,1/2/2005,NFL,SFO,@,NWE,L 7-21,16,17,Sun,2.8,5.8,5.8,4.3,0,0,0,0,0,0,0,0,3,28,0,0,,,,
28,26,Mike Bartrum,34.193,1/2/2005,NFL,PHI,,CIN,L 10-38,16,17,Sun,2.7,5.7,5.7,4.2,0,0,0,0,0,0,0,0,3,27,0,0,,,,
29,27,Ben Steele,26.22,1/2/2005,NFL,GNB,@,CHI,W 31-14,16,17,Sun,2.7,3.7,3.7,3.2,0,0,0,0,0,0,0,0,1,27,0,0,,,,
30,28,Darnell Dinkins,27.348,1/2/2005,NFL,BAL,,MIA,W 30-23,16,17,Sun,2.5,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,,,,
31,29,Donald Lee,24.124,1/2/2005,NFL,MIA,@,BAL,L 23-30,16,17,Sun,2.5,5.5,5.5,4,0,0,0,0,0,0,0,0,3,25,0,0,,,,
32,30,Marcellus Rivers,26.068,1/2/2005,NFL,NYG,,DAL,W 28-24,16,17,Sun,2.4,5.4,5.4,3.9,0,0,0,0,0,0,0,0,3,24,0,0,,,,
33,31,Desmond Clark,27.257,1/2/2005,NFL,CHI,,GNB,L 14-31,16,17,Sun,2,5,5,3.5,0,0,0,0,0,0,0,0,3,20,0,0,,,,
34,32,Billy Miller,27.253,1/2/2005,NFL,HOU,,CLE,L 14-22,16,17,Sun,2,5,5,3.5,0,0,0,0,0,0,0,0,3,20,0,0,,,,
35,33,Freddie Jones,30.108,1/2/2005,NFL,ARI,,TAM,W 12-7,16,17,Sun,1.8,3.8,3.8,2.8,0,0,0,0,0,0,0,0,2,18,0,0,,,,
36,34,Boo Williams,25.194,1/2/2005,NFL,NOR,@,CAR,W 21-18,16,17,Sun,1.8,2.8,2.8,2.3,0,0,0,0,0,0,0,0,1,18,0,0,,,,
37,35,Nate Lawrie,23.087,1/2/2005,NFL,TAM,@,ARI,L 7-12,16,17,Sun,1.5,2.5,2.5,2,0,0,0,0,0,0,0,0,1,15,0,0,,,,
38,36,Ryan Neufeld,29.041,1/2/2005,NFL,BUF,,PIT,L 24-29,16,17,Sun,1.5,4.5,4.5,3,0,0,0,0,0,0,0,0,3,15,0,0,,,,
39,37,Anthony Becht,27.147,1/2/2005,NFL,NYJ,@,STL,L 29-32,16,17,Sun,1.4,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,,,,
40,38,Ryan Hannam,24.313,1/2/2005,NFL,SEA,,ATL,W 28-26,16,17,Sun,1.4,3.4,3.4,2.4,0,0,0,0,0,0,0,0,2,14,0,0,,,,
41,39,Dustin Lyman,28.15,1/2/2005,NFL,CHI,,GNB,L 14-31,16,17,Sun,1.3,3.3,3.3,2.3,0,0,0,0,0,0,0,0,2,13,0,0,,,,
42,40,Justin Peelle,25.293,1/2/2005,NFL,SDG,,KAN,W 24-17,16,17,Sun,1.3,2.3,2.3,1.8,0,0,0,0,0,0,0,0,1,13,0,0,,,,
44,41,Ben Hartsock,24.181,1/2/2005,NFL,IND,@,DEN,L 14-33,16,17,Sun,1.2,3.2,3.2,2.2,0,0,0,0,0,0,0,0,2,12,0,0,,,,
45,42,Rod Trafford,26.034,1/2/2005,NFL,BUF,,PIT,L 24-29,16,17,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
2,1,Chris Baker,25.297,9/11/2005,NFL,NYJ,@,KAN,L 7-27,1,1,Sun,18.4,25.4,28.4,21.9,0,0,0,0,0,0,0,0,7,124,1,0,,,,
3,2,Alex Smith,23.112,9/11/2005,NFL,TAM,@,MIN,W 24-13,1,1,Sun,15.4,19.4,19.4,17.4,0,0,0,0,0,0,0,0,4,34,2,0,,,,
4,3,Courtney Anderson,24.293,9/8/2005,NFL,OAK,@,NWE,L 20-30,1,1,Thu,13.8,16.8,16.8,15.3,0,0,0,0,0,0,0,0,3,18,2,0,,,,
5,4,Daniel Wilcox,28.172,9/11/2005,NFL,BAL,,IND,L 7-24,1,1,Sun,13.8,21.8,21.8,17.8,0,0,0,0,0,0,0,0,8,78,1,0,,,,
6,5,Marcus Pollard,33.215,9/11/2005,NFL,DET,,GNB,W 17-3,1,1,Sun,11.8,16.8,16.8,14.3,0,0,0,0,0,0,0,0,5,58,1,0,,,,
7,6,Randy McMichael,26.075,9/11/2005,NFL,MIA,,DEN,W 34-10,1,1,Sun,11.5,17.5,17.5,14.5,0,0,0,0,0,0,0,0,6,55,1,0,,,,
8,7,Jeremy Shockey,25.024,9/11/2005,NFL,NYG,,ARI,W 42-19,1,1,Sun,8.9,10.9,10.9,9.9,0,0,0,0,0,0,0,0,2,29,1,0,,,,
9,8,Ben Troupe,23.01,9/11/2005,NFL,TEN,@,PIT,L 7-34,1,1,Sun,8.8,12.8,12.8,10.8,0,0,0,0,0,0,0,0,4,28,1,0,,,,
10,9,Ben Utecht,24.073,9/11/2005,NFL,IND,@,BAL,W 24-7,1,1,Sun,8.6,9.6,9.6,9.1,0,0,0,0,0,0,0,0,1,26,1,0,,,,
11,10,Ernie Conwell,33.025,9/11/2005,NFL,NOR,@,CAR,W 23-20,1,1,Sun,7.1,13.1,13.1,10.1,0,0,0,0,0,0,0,0,6,71,0,0,,,,
12,11,Jeb Putzier,26.234,9/11/2005,NFL,DEN,@,MIA,L 10-34,1,1,Sun,6.7,13.7,13.7,10.2,0,0,0,0,0,0,0,0,7,67,0,0,,,,
13,12,Heath Miller,22.324,9/11/2005,NFL,PIT,,TEN,W 34-7,1,1,Sun,6.3,7.3,7.3,6.8,0,0,0,0,0,0,0,0,1,3,1,0,,,,
14,13,Erron Kinney,28.045,9/11/2005,NFL,TEN,@,PIT,L 7-34,1,1,Sun,5.8,10.8,10.8,8.3,0,0,0,0,0,0,0,0,5,58,0,0,,,,
15,14,Ben Watson,24.264,9/8/2005,NFL,NWE,,OAK,W 30-20,1,1,Thu,5.5,7.5,7.5,6.5,0,0,0,0,0,0,0,0,2,55,0,0,,,,
16,15,Alge Crumpler,27.263,9/12/2005,NFL,ATL,,PHI,W 14-10,1,1,Mon,5.4,9.4,9.4,7.4,0,0,0,0,0,0,0,0,4,54,0,0,,,,
17,16,Tony Gonzalez,29.196,9/11/2005,NFL,KAN,,NYJ,W 27-7,1,1,Sun,5.1,9.1,9.1,7.1,0,0,0,0,0,0,0,0,4,51,0,0,,,,
18,17,Terry Glenn,31.05,9/11/2005,NFL,DAL,@,SDG,W 28-24,1,1,Sun,4.2,7.2,7.2,5.7,0,0,0,0,0,0,0,0,3,42,0,0,,,,
19,18,Jim Kleinsasser,28.223,9/11/2005,NFL,MIN,,TAM,L 13-24,1,1,Sun,4.2,8.2,8.2,6.2,0,0,0,0,0,0,0,0,4,42,0,0,,,,
20,19,Jerramy Stevens,25.302,9/11/2005,NFL,SEA,@,JAX,L 14-26,1,1,Sun,4.1,7.1,7.1,5.6,0,0,0,0,0,0,0,0,3,41,0,0,,,,
21,20,Todd Heap,25.179,9/11/2005,NFL,BAL,,IND,L 7-24,1,1,Sun,3.8,7.8,7.8,5.8,0,0,0,0,0,0,0,0,4,38,0,0,,,,
23,21,Steve Heiden,28.355,9/11/2005,NFL,CLE,,CIN,L 13-27,1,1,Sun,3.2,6.2,6.2,4.7,0,0,0,0,0,0,0,0,3,32,0,0,,,,
24,22,Darnell Dinkins,28.234,9/11/2005,NFL,BAL,,IND,L 7-24,1,1,Sun,3,6,6,4.5,0,0,0,0,0,0,0,0,3,30,0,0,,,,
25,23,L.J. Smith,25.122,9/12/2005,NFL,PHI,@,ATL,L 10-14,1,1,Mon,2.9,5.9,5.9,4.4,0,0,0,0,0,0,0,0,3,29,0,0,,,,
26,24,Bubba Franks,27.248,9/11/2005,NFL,GNB,@,DET,L 3-17,1,1,Sun,2.7,6.7,6.7,4.7,0,0,0,0,0,0,0,0,4,27,0,0,,,,
27,25,Jerame Tuman,29.171,9/11/2005,NFL,PIT,,TEN,W 34-7,1,1,Sun,2.7,3.7,3.7,3.2,0,0,0,0,0,0,0,0,1,27,0,0,,,,
28,26,George Wrighster,24.163,9/11/2005,NFL,JAX,,SEA,W 26-14,1,1,Sun,2.7,3.7,3.7,3.2,0,0,0,0,0,0,0,0,1,27,0,0,,,,
29,27,Desmond Clark,28.144,9/11/2005,NFL,CHI,@,WAS,L 7-9,1,1,Sun,2.6,5.6,5.6,4.1,0,0,0,0,0,0,0,0,3,26,0,0,,,,
30,28,Kris Mangum,32.027,9/11/2005,NFL,CAR,,NOR,L 20-23,1,1,Sun,2.2,4.2,4.2,3.2,0,0,0,0,0,0,0,0,2,22,0,0,,,,
31,29,Bo Scaife,24.248,9/11/2005,NFL,TEN,@,PIT,L 7-34,1,1,Sun,2.2,4.2,4.2,3.2,0,0,0,0,0,0,0,0,2,22,0,0,,,,
32,30,Mark Bruener,32.36,9/11/2005,NFL,HOU,@,BUF,L 7-22,1,1,Sun,1.9,2.9,2.9,2.4,0,0,0,0,0,0,0,0,1,19,0,0,,,,
33,31,Mark Campbell,29.279,9/11/2005,NFL,BUF,,HOU,W 22-7,1,1,Sun,1.8,3.8,3.8,2.8,0,0,0,0,0,0,0,0,2,18,0,0,,,,
34,32,Doug Jolley,26.252,9/11/2005,NFL,NYJ,@,KAN,L 7-27,1,1,Sun,1.8,3.8,3.8,2.8,0,0,0,0,0,0,0,0,2,18,0,0,,,,
35,33,Daniel Graham,26.296,9/8/2005,NFL,NWE,,OAK,W 30-20,1,1,Thu,1.7,2.7,2.7,2.2,0,0,0,0,0,0,0,0,1,17,0,0,,,,
36,34,Matt Murphy,25.2,9/11/2005,NFL,HOU,@,BUF,L 7-22,1,1,Sun,1.4,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,,,,
37,35,Roland Williams,30.137,9/11/2005,NFL,STL,@,SFO,L 25-28,1,1,Sun,1.2,2.2,2.2,1.7,0,0,0,0,0,0,0,0,1,12,0,0,,,,
