Index,Rk,Player,Age,Date,League,Team,At,Opp,Result,GameNum,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,YrdPass,TDPass,IntPass,AttRush,YdsRush,TDRush,Rec,YdsRec,TDRec,Fmb,FGM,FGA,XPM,XPA
8,7,Lance Moore,28.089,11/28/2011,NFL,NOR,,NYG,W 49-24,11,12,Mon,17.4,22.4,22.4,19.9,0,0,0,0,0,0,0,0,5,54,2,0,,,,
31,29,Hakeem Nicks,23.318,11/28/2011,NFL,NYG,@,NOR,L 24-49,11,12,Mon,8.7,15.7,15.7,12.2,0,0,0,0,0,0,0,0,7,87,0,0,,,,
33,31,Marques Colston,28.176,11/28/2011,NFL,NOR,,NYG,W 49-24,11,12,Mon,7.8,10.8,10.8,9.3,0,0,0,0,0,0,0,0,3,78,0,0,,,,
41,39,Devery Henderson,29.247,11/28/2011,NFL,NOR,,NYG,W 49-24,11,12,Mon,6.7,11.7,11.7,9.2,0,0,0,0,0,0,0,0,5,67,0,0,,,,
56,53,Ramses Barden,25.331,11/28/2011,NFL,NYG,@,NOR,L 24-49,11,12,Mon,3.8,6.8,6.8,5.3,0,0,0,0,0,0,0,0,3,38,0,0,,,,
91,86,Devin Thomas,25.013,11/28/2011,NFL,NYG,@,NOR,L 24-49,11,12,Mon,1.2,2.2,2.2,1.7,0,0,0,0,0,0,0,0,1,12,0,0,,,,
19,18,Golden Tate,23.121,12/1/2011,NFL,SEA,,PHI,W 31-14,12,13,Thu,11.5,15.5,15.5,13.5,0,0,0,0,0,1,8,0,4,47,1,0,,,,
28,26,Riley Cooper,24.083,12/1/2011,NFL,PHI,@,SEA,L 14-31,12,13,Thu,9.4,14.4,14.4,11.9,0,0,0,0,0,0,0,0,5,94,0,0,,,,
59,56,DeSean Jackson,25,12/1/2011,NFL,PHI,@,SEA,L 14-31,12,13,Thu,3.9,7.9,7.9,5.9,0,0,0,0,0,1,5,0,4,34,0,0,,,,
74,70,Ben Obomanu,28.032,12/1/2011,NFL,SEA,,PHI,W 31-14,12,13,Thu,2.8,4.8,4.8,3.8,0,0,0,0,0,0,0,0,2,28,0,0,,,,
84,80,Doug Baldwin,23.071,12/1/2011,NFL,SEA,,PHI,W 31-14,12,13,Thu,2.1,3.1,3.1,2.6,0,0,0,0,0,0,0,0,1,21,0,0,,,,
93,88,Jason Avant,28.225,12/1/2011,NFL,PHI,@,SEA,L 14-31,12,13,Thu,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
2,1,Percy Harvin,23.19,12/4/2011,NFL,MIN,,DEN,L 32-35,12,13,Sun,29.5,37.5,40.5,33.5,0,0,0,0,0,5,19,0,8,156,2,0,,,,
3,2,Pierre Garcon,25.118,12/4/2011,NFL,IND,@,NWE,L 24-31,12,13,Sun,27,36,39,31.5,0,0,0,0,0,0,0,0,9,150,2,0,,,,
4,3,Demaryius Thomas,23.344,12/4/2011,NFL,DEN,@,MIN,W 35-32,12,13,Sun,26.4,30.4,33.4,28.4,0,0,0,0,0,0,0,0,4,144,2,0,,,,
5,4,Hakeem Nicks,23.324,12/4/2011,NFL,NYG,,GNB,L 35-38,12,13,Sun,20.8,27.8,27.8,24.3,0,0,0,0,0,0,0,0,7,88,2,0,,,,
6,5,Robert Meachem,27.067,12/4/2011,NFL,NOR,,DET,W 31-17,12,13,Sun,18.7,21.7,24.7,20.2,0,0,0,0,0,1,8,0,3,119,1,0,,,,
8,7,A.J. Green,23.126,12/4/2011,NFL,CIN,@,PIT,L 7-35,12,13,Sun,16.2,22.2,22.2,19.2,0,0,0,0,0,1,15,0,6,87,1,0,,,,
9,8,Michael Crabtree,24.081,12/4/2011,NFL,SFO,,STL,W 26-0,12,13,Sun,15.6,19.6,19.6,17.6,0,0,0,0,0,0,0,0,4,96,1,0,,,,
10,9,Mike Wallace,25.125,12/4/2011,NFL,PIT,,CIN,W 35-7,12,13,Sun,15.5,18.5,18.5,17,0,0,0,0,0,1,-3,0,3,38,2,0,,,,
11,10,Donald Driver,36.305,12/4/2011,NFL,GNB,@,NYG,W 38-35,12,13,Sun,15.4,19.4,19.4,17.4,0,0,0,0,0,0,0,0,4,34,2,0,,,,
12,11,Greg Jennings,28.074,12/4/2011,NFL,GNB,@,NYG,W 38-35,12,13,Sun,15.4,22.4,22.4,18.9,0,0,0,0,0,0,0,0,7,94,1,0,,,,
13,12,Kyle Williams,23.138,12/4/2011,NFL,SFO,,STL,W 26-0,12,13,Sun,15.1,17.1,17.1,16.1,0,0,0,0,0,1,25,0,2,66,1,0,,,,
14,13,Antonio Brown,23.147,12/4/2011,NFL,PIT,,CIN,W 35-7,12,13,Sun,13.6,15.6,15.6,14.6,0,0,0,0,0,1,9,0,2,67,0,0,,,,
15,14,Dez Bryant,23.03,12/4/2011,NFL,DAL,@,ARI,L 13-19,12,13,Sun,13.6,21.6,22.1,17.6,0,0,0,0,0,0,0,0,8,86,1,1,,,,
17,16,Victor Cruz,25.023,12/4/2011,NFL,NYG,,GNB,L 35-38,12,13,Sun,11.9,18.9,21.9,15.4,0,0,0,0,0,0,0,0,7,119,0,0,,,,
18,17,Santonio Holmes,27.276,12/4/2011,NFL,NYJ,@,WAS,W 34-19,12,13,Sun,11.8,15.8,15.8,13.8,0,0,0,0,0,0,0,0,4,58,1,0,,,,
20,19,Steve Johnson,25.006,12/4/2011,NFL,BUF,,TEN,L 17-23,12,13,Sun,11.2,16.2,16.2,13.7,0,0,0,0,0,0,0,0,5,52,1,0,,,,
21,20,Andre Roberts,23.329,12/4/2011,NFL,ARI,,DAL,W 19-13,12,13,Sun,11.1,17.1,20.1,14.1,0,0,0,0,0,0,0,0,6,111,0,0,,,,
23,21,Roddy White,30.032,12/4/2011,NFL,ATL,@,HOU,L 10-17,12,13,Sun,11.1,15.1,15.1,13.1,0,0,0,0,0,0,0,0,4,51,1,0,,,,
24,22,Wes Welker,30.217,12/4/2011,NFL,NWE,,IND,W 31-24,12,13,Sun,11,22,25,16.5,0,0,0,0,0,0,0,0,11,110,0,0,,,,
25,23,Legedu Naanee,28.079,12/4/2011,NFL,CAR,@,TAM,W 38-19,12,13,Sun,10.88,12.9,12.9,11.9,1,1,27,0,0,0,0,0,2,38,1,0,,,,
26,24,T.J. Houshmandzadeh,34.069,12/4/2011,NFL,OAK,@,MIA,L 14-34,12,13,Sun,10,11,11,10.5,0,0,0,0,0,0,0,0,1,40,1,0,,,,
27,25,Andre Johnson,30.146,12/4/2011,NFL,HOU,,ATL,W 17-10,12,13,Sun,9.7,13.7,13.7,11.7,0,0,0,0,0,0,0,0,4,97,0,0,,,,
29,27,Jordy Nelson,26.187,12/4/2011,NFL,GNB,@,NYG,W 38-35,12,13,Sun,9.4,13.4,13.4,11.4,0,0,0,0,0,0,0,0,4,94,0,0,,,,
30,28,Nate Burleson,30.107,12/4/2011,NFL,DET,@,NOR,L 17-31,12,13,Sun,9.3,14.3,14.3,11.8,0,0,0,0,0,0,0,0,5,93,0,0,,,,
31,29,Mike Williams,24.2,12/4/2011,NFL,TAM,,CAR,L 19-38,12,13,Sun,9.3,14.3,14.3,11.8,0,0,0,0,0,0,0,0,5,93,0,0,,,,
32,30,Devin Aromashodu,27.195,12/4/2011,NFL,MIN,,DEN,L 32-35,12,13,Sun,9,15,15,12,0,0,0,0,0,0,0,0,6,90,0,0,,,,
33,31,Chaz Schilens,26.027,12/4/2011,NFL,OAK,@,MIA,L 14-34,12,13,Sun,8.9,14.9,14.9,11.9,0,0,0,0,0,0,0,0,6,89,0,0,,,,
34,32,Dezmon Briscoe,22.095,12/4/2011,NFL,TAM,,CAR,L 19-38,12,13,Sun,8.3,9.3,9.3,8.8,0,0,0,0,0,0,0,0,1,23,1,0,,,,
35,33,Darrius Heyward-Bey,24.281,12/4/2011,NFL,OAK,@,MIA,L 14-34,12,13,Sun,8.3,11.3,11.3,9.8,0,0,0,0,0,0,0,0,3,23,1,0,,,,
36,34,Lance Moore,28.095,12/4/2011,NFL,NOR,,DET,W 31-17,12,13,Sun,8.3,10.3,10.3,9.3,0,0,0,0,0,0,0,0,2,23,1,0,,,,
38,36,Ted Ginn,26.236,12/4/2011,NFL,SFO,,STL,W 26-0,12,13,Sun,7.2,11.2,11.2,9.2,0,0,0,0,0,1,16,0,4,56,0,0,,,,
39,37,Laurent Robinson,26.198,12/4/2011,NFL,DAL,@,ARI,L 13-19,12,13,Sun,7.2,11.2,11.2,9.2,0,0,0,0,0,0,0,0,4,72,0,0,,,,
40,38,Brad Smith,27.357,12/4/2011,NFL,BUF,,TEN,L 17-23,12,13,Sun,7.2,14.2,14.2,10.7,0,0,0,0,0,0,0,0,7,72,0,0,,,,
41,39,Titus Young,22.105,12/4/2011,NFL,DET,@,NOR,L 17-31,12,13,Sun,7.1,9.1,9.1,8.1,0,0,0,0,0,1,11,0,2,60,0,0,,,,
42,40,Austin Collie,26.023,12/4/2011,NFL,IND,@,NWE,L 24-31,12,13,Sun,7,14,14,10.5,0,0,0,0,0,0,0,0,7,70,0,0,,,,
44,41,Calvin Johnson,26.066,12/4/2011,NFL,DET,@,NOR,L 17-31,12,13,Sun,6.9,12.9,12.9,9.9,0,0,0,0,0,0,0,0,6,69,0,0,,,,
45,42,Julio Jones,22.304,12/4/2011,NFL,ATL,@,HOU,L 10-17,12,13,Sun,6.8,10.8,10.8,8.8,0,0,0,0,0,0,0,0,4,68,0,0,,,,
46,43,Brandon LaFell,25.03,12/4/2011,NFL,CAR,@,TAM,W 38-19,12,13,Sun,6.4,9.4,9.4,7.9,0,0,0,0,0,0,0,0,3,64,0,0,,,,
47,44,Damian Williams,23.192,12/4/2011,NFL,TEN,@,BUF,W 23-17,12,13,Sun,6.2,10.2,10.2,8.2,0,0,0,0,0,0,0,0,4,62,0,0,,,,
48,45,Brandon Marshall,27.256,12/4/2011,NFL,MIA,,OAK,W 34-14,12,13,Sun,6,10,10,8,0,0,0,0,0,0,0,0,4,60,0,0,,,,
49,46,Larry Fitzgerald,28.095,12/4/2011,NFL,ARI,,DAL,W 19-13,12,13,Sun,5.5,9.5,9.5,7.5,0,0,0,0,0,0,0,0,4,55,0,0,,,,
50,47,Reggie Wayne,33.017,12/4/2011,NFL,IND,@,NWE,L 24-31,12,13,Sun,5.5,10.5,10.5,8,0,0,0,0,0,0,0,0,5,55,0,0,,,,
51,48,Marques Colston,28.182,12/4/2011,NFL,NOR,,DET,W 31-17,12,13,Sun,5.4,11.4,11.4,8.4,0,0,0,0,0,0,0,0,6,54,0,0,,,,
52,49,Johnny Knox,25.031,12/4/2011,NFL,CHI,,KAN,L 3-10,12,13,Sun,5.3,10.3,10.3,7.8,0,0,0,0,0,0,0,0,5,53,0,0,,,,
53,50,Harry Douglas,27.079,12/4/2011,NFL,ATL,@,HOU,L 10-17,12,13,Sun,4.3,8.3,8.3,6.3,0,0,0,0,0,0,0,0,4,43,0,0,,,,
54,51,Brandon Gibson,24.113,12/4/2011,NFL,STL,@,SFO,L 0-26,12,13,Sun,4.2,8.2,8.2,6.2,0,0,0,0,0,0,0,0,4,42,0,0,,,,
55,52,Santana Moss,32.186,12/4/2011,NFL,WAS,,NYJ,L 19-34,12,13,Sun,4.2,9.2,9.2,6.7,0,0,0,0,0,0,0,0,5,42,0,0,,,,
56,53,Steve Breaston,28.106,12/4/2011,NFL,KAN,@,CHI,W 10-3,12,13,Sun,4.1,9.1,9.1,6.6,0,0,0,0,0,0,0,0,5,41,0,0,,,,
57,54,Nate Washington,28.098,12/4/2011,NFL,TEN,@,BUF,W 23-17,12,13,Sun,4,8,8,6,0,0,0,0,0,0,0,0,4,40,0,0,,,,
58,55,Dwayne Bowe,27.074,12/4/2011,NFL,KAN,@,CHI,W 10-3,12,13,Sun,3.9,7.9,8.4,5.9,0,0,0,0,0,0,0,0,4,49,0,1,,,,
60,57,Stephen Burton,21.358,12/4/2011,NFL,MIN,,DEN,L 32-35,12,13,Sun,3.8,5.8,5.8,4.8,0,0,0,0,0,0,0,0,2,38,0,0,,,,
61,58,Deion Branch,32.139,12/4/2011,NFL,NWE,,IND,W 31-24,12,13,Sun,3.7,6.7,6.7,5.2,0,0,0,0,0,0,0,0,3,37,0,0,,,,
62,59,Arrelious Benn,23.087,12/4/2011,NFL,TAM,,CAR,L 19-38,12,13,Sun,3.4,6.4,6.4,4.9,0,0,0,0,0,1,-12,0,3,46,0,0,,,,
63,60,Brandon Lloyd,30.152,12/4/2011,NFL,STL,@,SFO,L 0-26,12,13,Sun,3.4,4.4,4.4,3.9,0,0,0,0,0,0,0,0,1,34,0,0,,,,
65,61,David Nelson,25.027,12/4/2011,NFL,BUF,,TEN,L 17-23,12,13,Sun,3.4,6.4,6.4,4.9,0,0,0,0,0,0,0,0,3,34,0,0,,,,
66,62,Plaxico Burress,34.114,12/4/2011,NFL,NYJ,@,WAS,W 34-19,12,13,Sun,3.3,6.3,6.3,4.8,0,0,0,0,0,0,0,0,3,33,0,0,,,,
67,63,Anquan Boldin,31.062,12/4/2011,NFL,BAL,@,CLE,W 24-10,12,13,Sun,3.2,5.2,5.2,4.2,0,0,0,0,0,0,0,0,2,32,0,0,,,,
68,64,Steve Smith,32.206,12/4/2011,NFL,CAR,@,TAM,W 38-19,12,13,Sun,3.2,5.2,5.2,4.2,0,0,0,0,0,0,0,0,2,32,0,0,,,,
69,65,Jesse Holley,27.33,12/4/2011,NFL,DAL,@,ARI,L 13-19,12,13,Sun,3.1,5.1,5.1,4.1,0,0,0,0,0,0,0,0,2,31,0,0,,,,
70,66,Louis Murphy,24.207,12/4/2011,NFL,OAK,@,MIA,L 14-34,12,13,Sun,3.1,5.1,5.1,4.1,0,0,0,0,0,2,16,0,2,15,0,0,,,,
71,67,Hines Ward,35.271,12/4/2011,NFL,PIT,,CIN,W 35-7,12,13,Sun,3,8,8,5.5,0,0,0,0,0,0,0,0,5,30,0,0,,,,
72,68,Jordan Norwood,25.066,12/4/2011,NFL,CLE,,BAL,L 10-24,12,13,Sun,2.9,5.9,5.9,4.4,0,0,0,0,0,0,0,0,3,29,0,0,,,,
73,69,Torrey Smith,22.312,12/4/2011,NFL,BAL,@,CLE,W 24-10,12,13,Sun,2.9,3.9,3.9,3.4,0,0,0,0,0,1,-3,0,1,32,0,0,,,,
75,71,Austin Pettis,23.211,12/4/2011,NFL,STL,@,SFO,L 0-26,12,13,Sun,2.7,5.7,5.7,4.2,0,0,0,0,0,1,-6,0,3,33,0,0,,,,
76,72,Preston Parker,24.294,12/4/2011,NFL,TAM,,CAR,L 19-38,12,13,Sun,2.6,5.6,5.6,4.1,0,0,0,0,0,0,0,0,3,26,0,0,,,,
77,73,Eric Decker,24.264,12/4/2011,NFL,DEN,@,MIN,W 35-32,12,13,Sun,2.5,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,,,,
78,74,Devin Hester,29.03,12/4/2011,NFL,CHI,,KAN,L 3-10,12,13,Sun,2.5,5.5,6,4,0,0,0,0,0,0,0,0,3,35,0,1,,,,
79,75,Kevin Ogletree,24.121,12/4/2011,NFL,DAL,@,ARI,L 13-19,12,13,Sun,2.5,5.5,5.5,4,0,0,0,0,0,0,0,0,3,25,0,0,,,,
80,76,Naaman Roosevelt,23.345,12/4/2011,NFL,BUF,,TEN,L 17-23,12,13,Sun,2.5,3.5,3.5,3,0,0,0,0,0,0,0,0,1,25,0,0,,,,
81,77,Rashied Davis,32.133,12/4/2011,NFL,DET,@,NOR,L 17-31,12,13,Sun,2.2,3.2,3.2,2.7,0,0,0,0,0,0,0,0,1,22,0,0,,,,
82,78,John Phillips,24.176,12/4/2011,NFL,DAL,@,ARI,L 13-19,12,13,Sun,2.2,6.2,6.2,4.2,0,0,0,0,0,0,0,0,4,22,0,0,,,,
83,79,David Anderson,28.129,12/4/2011,NFL,WAS,,NYJ,L 19-34,12,13,Sun,2.1,4.1,4.1,3.1,0,0,0,0,0,0,0,0,2,21,0,0,,,,
87,82,Greg Little,22.188,12/4/2011,NFL,CLE,,BAL,L 10-24,12,13,Sun,1.8,4.8,4.8,3.3,0,0,0,0,0,0,0,0,3,18,0,0,,,,
89,84,Donte' Stallworth,31.024,12/4/2011,NFL,WAS,,NYJ,L 19-34,12,13,Sun,1.4,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,,,,
90,85,Chad Johnson,33.329,12/4/2011,NFL,NWE,,IND,W 31-24,12,13,Sun,1.2,2.2,2.2,1.7,0,0,0,0,0,0,0,0,1,12,0,0,,,,
91,86,Kevin Walter,30.122,12/4/2011,NFL,HOU,,ATL,W 17-10,12,13,Sun,1.2,2.2,2.2,1.7,0,0,0,0,0,0,0,0,1,12,0,0,,,,
92,87,Danario Alexander,25.119,12/4/2011,NFL,STL,@,SFO,L 0-26,12,13,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
94,89,Terrance Copper,29.267,12/4/2011,NFL,KAN,@,CHI,W 10-3,12,13,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
95,90,Tiquan Underwood,24.29,12/4/2011,NFL,NWE,,IND,W 31-24,12,13,Sun,1,2,2,1.5,0,0,0,0,0,0,0,0,1,10,0,0,,,,
7,6,Malcom Floyd,30.088,12/5/2011,NFL,SDG,@,JAX,W 38-14,12,13,Mon,16.8,20.8,23.8,18.8,0,0,0,0,0,0,0,0,4,108,1,0,,,,
16,15,Vincent Jackson,28.325,12/5/2011,NFL,SDG,@,JAX,W 38-14,12,13,Mon,13.2,17.2,17.2,15.2,0,0,0,0,0,0,0,0,4,72,1,0,,,,
37,35,Vincent Brown,22.314,12/5/2011,NFL,SDG,@,JAX,W 38-14,12,13,Mon,8.2,9.2,9.2,8.7,0,0,0,0,0,0,0,0,1,22,1,0,,,,
86,81,Mike Thomas,24.184,12/5/2011,NFL,JAX,,SDG,L 14-38,12,13,Mon,2.1,4.1,4.1,3.1,0,0,0,0,0,0,0,0,2,21,0,0,,,,
88,83,Jarett Dillard,25.349,12/5/2011,NFL,JAX,,SDG,L 14-38,12,13,Mon,1.4,3.4,3.4,2.4,0,0,0,0,0,0,0,0,2,14,0,0,,,,
4,3,Antonio Brown,23.151,12/8/2011,NFL,PIT,,CLE,W 14-3,13,14,Thu,21.1,26.1,29.1,23.6,0,0,0,0,0,0,0,0,5,151,1,0,,,,
32,30,Jerricho Cotchery,29.175,12/8/2011,NFL,PIT,,CLE,W 14-3,13,14,Thu,9.3,11.3,11.3,10.3,0,0,0,0,0,0,0,0,2,33,1,0,,,,
37,35,Mike Wallace,25.129,12/8/2011,NFL,PIT,,CLE,W 14-3,13,14,Thu,7.8,11.8,11.8,9.8,0,0,0,0,0,1,21,0,4,57,0,0,,,,
60,57,Mohamed Massaquoi,25.014,12/8/2011,NFL,CLE,@,PIT,L 3-14,13,14,Thu,4.4,7.4,7.4,5.9,0,0,0,0,0,0,0,0,3,44,0,0,,,,
80,76,Greg Little,22.192,12/8/2011,NFL,CLE,@,PIT,L 3-14,13,14,Thu,2.5,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,,,,
101,96,Jordan Norwood,25.07,12/8/2011,NFL,CLE,@,PIT,L 3-14,13,14,Thu,1.1,3.1,3.6,2.1,0,0,0,0,0,0,0,0,2,21,0,1,,,,
2,1,Marques Colston,28.189,12/11/2011,NFL,NOR,@,TEN,W 22-17,13,14,Sun,22.5,29.5,32.5,26,0,0,0,0,0,0,0,0,7,105,2,0,,,,
3,2,Julio Jones,22.311,12/11/2011,NFL,ATL,@,CAR,W 31-23,13,14,Sun,22.4,25.4,28.4,23.9,0,0,0,0,0,0,0,0,3,104,2,0,,,,
5,4,Larry Fitzgerald,28.102,12/11/2011,NFL,ARI,,SFO,W 21-19,13,14,Sun,20.9,27.9,30.9,24.4,0,0,0,0,0,0,0,0,7,149,1,0,,,,
6,5,Laurent Robinson,26.205,12/11/2011,NFL,DAL,,NYG,L 34-37,13,14,Sun,19.7,23.7,26.7,21.7,0,0,0,0,0,0,0,0,4,137,1,0,,,,
7,6,Nate Washington,28.105,12/11/2011,NFL,TEN,,NOR,L 17-22,13,14,Sun,19,25,28,22,0,0,0,0,0,0,0,0,6,130,1,0,,,,
8,7,Percy Harvin,23.197,12/11/2011,NFL,MIN,@,DET,L 28-34,13,14,Sun,16.9,26.9,26.9,21.9,0,0,0,0,0,4,40,0,10,69,1,0,,,,
9,8,Hakeem Nicks,23.331,12/11/2011,NFL,NYG,@,DAL,W 37-34,13,14,Sun,16.3,24.3,27.3,20.3,0,0,0,0,0,0,0,0,8,163,0,0,,,,
11,10,Jabar Gaffney,31.01,12/11/2011,NFL,WAS,,NWE,L 27-34,13,14,Sun,15.2,21.2,21.2,18.2,0,0,0,0,0,0,0,0,6,92,1,0,,,,
12,11,Titus Young,22.112,12/11/2011,NFL,DET,,MIN,W 34-28,13,14,Sun,14.7,18.7,18.7,16.7,0,0,0,0,0,0,0,0,4,87,1,0,,,,
13,12,Wes Welker,30.224,12/11/2011,NFL,NWE,@,WAS,W 34-27,13,14,Sun,14.6,21.6,21.6,18.1,0,0,0,0,0,0,0,0,7,86,1,0,,,,
14,13,Roddy White,30.039,12/11/2011,NFL,ATL,@,CAR,W 31-23,13,14,Sun,14.4,21.4,21.4,17.9,0,0,0,0,0,0,0,0,7,84,1,0,,,,
15,14,Demaryius Thomas,23.351,12/11/2011,NFL,DEN,,CHI,W 13-10,13,14,Sun,14.3,21.3,21.3,17.8,0,0,0,0,0,1,5,0,7,78,1,0,,,,
16,15,Santana Moss,32.193,12/11/2011,NFL,WAS,,NWE,L 27-34,13,14,Sun,14.1,17.1,17.1,15.6,0,0,0,0,0,0,0,0,3,81,1,0,,,,
17,16,Jordy Nelson,26.194,12/11/2011,NFL,GNB,,OAK,W 46-16,13,14,Sun,14.1,17.1,17.1,15.6,0,0,0,0,0,0,0,0,3,81,1,0,,,,
18,17,Kevin Walter,30.129,12/11/2011,NFL,HOU,@,CIN,W 20-19,13,14,Sun,13.6,19.6,19.6,16.6,0,0,0,0,0,0,0,0,6,76,1,0,,,,
19,18,Early Doucet,26.044,12/11/2011,NFL,ARI,,SFO,W 21-19,13,14,Sun,13.3,16.3,16.3,14.8,0,0,0,0,0,0,0,0,3,73,1,0,,,,
20,19,Miles Austin,27.164,12/11/2011,NFL,DAL,,NYG,L 34-37,13,14,Sun,12.8,16.8,16.8,14.8,0,0,0,0,0,1,5,0,4,63,1,0,,,,
21,20,Steve Smith,32.213,12/11/2011,NFL,CAR,,ATL,L 23-31,13,14,Sun,12.5,18.5,21.5,15.5,0,0,0,0,0,0,0,0,6,125,0,0,,,,
23,21,Torrey Smith,22.319,12/11/2011,NFL,BAL,,IND,W 24-10,13,14,Sun,12.4,17.4,17.4,14.9,0,0,0,0,0,1,16,0,5,48,1,0,,,,
24,22,Mario Manningham,25.2,12/11/2011,NFL,NYG,@,DAL,W 37-34,13,14,Sun,12.2,14.2,14.2,13.2,0,0,0,0,0,0,0,0,2,62,1,0,,,,
25,23,DeSean Jackson,25.01,12/11/2011,NFL,PHI,@,MIA,W 26-10,13,14,Sun,11.9,15.9,15.9,13.9,0,0,0,0,0,0,0,0,4,59,1,0,,,,
26,24,Steve Johnson,25.013,12/11/2011,NFL,BUF,@,SDG,L 10-37,13,14,Sun,11.6,15.6,18.6,13.6,0,0,0,0,0,0,0,0,4,116,0,0,,,,
27,25,Dez Bryant,23.037,12/11/2011,NFL,DAL,,NYG,L 34-37,13,14,Sun,11,12,12,11.5,0,0,0,0,0,0,0,0,1,50,1,0,,,,
28,26,Jerome Simpson,25.31,12/11/2011,NFL,CIN,,HOU,L 19-20,13,14,Sun,9.8,11.8,11.8,10.8,0,0,0,0,0,0,0,0,2,38,1,0,,,,
29,27,Patrick Crayton,32.248,12/11/2011,NFL,SDG,,BUF,W 37-10,13,14,Sun,9.7,12.7,12.7,11.2,0,0,0,0,0,0,0,0,3,37,1,0,,,,
30,28,Donte' Stallworth,31.031,12/11/2011,NFL,WAS,,NWE,L 27-34,13,14,Sun,9.6,13.6,13.6,11.6,0,0,0,0,0,0,0,0,4,96,0,0,,,,
31,29,Jerheme Urban,31.015,12/11/2011,NFL,KAN,@,NYJ,L 10-37,13,14,Sun,9.5,11.5,11.5,10.5,0,0,0,0,0,1,7,0,2,28,1,0,,,,
33,31,Brandon Marshall,27.263,12/11/2011,NFL,MIA,,PHI,L 10-26,13,14,Sun,8.7,12.7,12.7,10.7,0,0,0,0,0,0,0,0,4,27,1,0,,,,
35,33,Louis Murphy,24.214,12/11/2011,NFL,OAK,@,GNB,L 16-46,13,14,Sun,8,12,12,10,0,0,0,0,0,1,10,0,4,70,0,0,,,,
36,34,Darrius Heyward-Bey,24.288,12/11/2011,NFL,OAK,@,GNB,L 16-46,13,14,Sun,7.8,12.8,12.8,10.3,0,0,0,0,0,0,0,0,5,78,0,0,,,,
38,36,Donald Driver,36.312,12/11/2011,NFL,GNB,,OAK,W 46-16,13,14,Sun,7.5,11.5,11.5,9.5,0,0,0,0,0,0,0,0,4,75,0,0,,,,
39,37,Matt Willis,27.242,12/11/2011,NFL,DEN,,CHI,W 13-10,13,14,Sun,7.5,11.5,11.5,9.5,0,0,0,0,0,0,0,0,4,75,0,0,,,,
40,38,Victor Cruz,25.03,12/11/2011,NFL,NYG,@,DAL,W 37-34,13,14,Sun,7.4,13.4,13.4,10.4,0,0,0,0,0,0,0,0,6,74,0,0,,,,
41,39,David Anderson,28.136,12/11/2011,NFL,WAS,,NWE,L 27-34,13,14,Sun,7.2,9.2,9.2,8.2,0,0,0,0,0,0,0,0,2,12,1,0,,,,
42,40,Santonio Holmes,27.283,12/11/2011,NFL,NYJ,,KAN,W 37-10,13,14,Sun,7.2,9.2,9.2,8.2,0,0,0,0,0,0,0,0,2,12,1,0,,,,
44,41,Dwayne Bowe,27.081,12/11/2011,NFL,KAN,@,NYJ,L 10-37,13,14,Sun,6.9,12.9,12.9,9.9,0,0,0,0,0,0,0,0,6,69,0,0,,,,
45,42,Andre Roberts,23.336,12/11/2011,NFL,ARI,,SFO,W 21-19,13,14,Sun,6.8,8.8,8.8,7.8,0,0,0,0,0,0,0,0,2,8,1,0,,,,
46,43,Michael Crabtree,24.088,12/11/2011,NFL,SFO,@,ARI,L 19-21,13,14,Sun,6.3,13.3,13.3,9.8,0,0,0,0,0,0,0,0,7,63,0,0,,,,
47,44,Damian Williams,23.199,12/11/2011,NFL,TEN,,NOR,L 17-22,13,14,Sun,6.2,8.2,8.2,7.2,0,0,0,0,0,0,0,0,2,62,0,0,,,,
48,45,Brandon Banks,23.355,12/11/2011,NFL,WAS,,NWE,L 27-34,13,14,Sun,5.96,6,6,6,1,1,49,1,0,0,0,0,0,0,0,0,,,,
49,46,A.J. Green,23.133,12/11/2011,NFL,CIN,,HOU,L 19-20,13,14,Sun,5.9,10.9,10.9,8.4,0,0,0,0,0,0,0,0,5,59,0,0,,,,
50,47,Anquan Boldin,31.069,12/11/2011,NFL,BAL,,IND,W 24-10,13,14,Sun,5.7,10.7,10.7,8.2,0,0,0,0,0,0,0,0,5,57,0,0,,,,
51,48,Vincent Jackson,28.331,12/11/2011,NFL,SDG,,BUF,W 37-10,13,14,Sun,5.5,10.5,10.5,8,0,0,0,0,0,0,0,0,5,55,0,0,,,,
53,50,Lavelle Hawkins,25.152,12/11/2011,NFL,TEN,,NOR,L 17-22,13,14,Sun,4.9,7.9,7.9,6.4,0,0,0,0,0,0,0,0,3,49,0,0,,,,
54,51,Kyle Williams,23.145,12/11/2011,NFL,SFO,@,ARI,L 19-21,13,14,Sun,4.9,8.9,8.9,6.9,0,0,0,0,0,1,7,0,4,42,0,0,,,,
