,Date,Favorite,Spread,Underdog,Total,Away Money Line,Home Money Line
0,2012-12-06 20:20:00,Broncos,-10.0,at Raiders,47.0,,
1,2012-12-09 13:00:00,at Steelers,-7.0,Chargers,37.5,,
2,2012-12-09 13:00:00,at Buccaneers,-7.0,Eagles,48.0,,
3,2012-12-09 13:00:00,at Redskins,-1.5,Ravens,48.0,,
4,2012-12-09 13:00:00,at Bills,-3.5,Rams,42.5,,
5,2012-12-09 13:00:00,Falcons,-3.0,at Panthers,46.5,,
6,2012-12-09 13:00:00,at Bengals,-3.0,Cowboys,46.0,,
7,2012-12-09 13:00:00,at Browns,-7.0,Chiefs,38.0,,
8,2012-12-09 13:00:00,at Colts,-3.5,Titans,47.0,,
9,2012-12-09 13:00:00,Jets,-3.0,at Jaguars,39.0,,
10,2012-12-09 13:00:00,Bears,-1.0,at Vikings,40.5,,
11,2012-12-09 16:05:00,at 49ers,-10.5,Dolphins,38.5,,
12,2012-12-09 16:25:00,at Giants,-4.0,Saints,52.5,,
13,2012-12-09 16:25:00,at Seahawks,-10.0,Cardinals,36.0,,
14,2012-12-09 20:20:00,at Packers,-6.0,Lions,48.5,,
15,2012-12-10 20:30:00,at Patriots,-5.5,Texans,50.5,,
0,2012-12-13 20:20:00,Bengals,-5.0,at Eagles,45.0,,
1,2012-12-16 13:00:00,at Saints,-3.5,Buccaneers,54.5,,
2,2012-12-16 13:00:00,at Falcons,-1.0,Giants,50.0,,
3,2012-12-16 13:00:00,Broncos,-3.0,at Ravens,48.0,,
4,2012-12-16 13:00:00,Packers,-3.0,at Bears,43.5,,
5,2012-12-16 13:00:00,at Browns,-4.0,Redskins,40.5,,
6,2012-12-16 13:00:00,at Texans,-10.0,Colts,48.0,,
7,2012-12-16 13:00:00,at Rams,-2.5,Vikings,39.5,,
8,2012-12-16 13:00:00,at Dolphins,-7.5,Jaguars,38.5,,
9,2012-12-16 16:05:00,at Chargers,-3.0,Panthers,45.0,,
10,2012-12-16 16:05:00,Seahawks,-4.5,at Bills,44.0,,
11,2012-12-16 16:05:00,Lions,-6.0,at Cardinals,43.5,,
12,2012-12-16 16:25:00,at Raiders,-4.5,Chiefs,43.5,,
13,2012-12-16 16:25:00,Steelers,-1.0,at Cowboys,45.5,,
14,2012-12-16 20:20:00,at Patriots,-4.0,49ers,47.5,,
15,2012-12-17 20:30:00,Jets,-1.0,at Titans,40.5,,
0,2012-12-22 20:30:00,Falcons,-3.5,at Lions,50.0,,
1,2012-12-23 13:00:00,at Packers,-10.5,Titans,44.0,,
2,2012-12-23 13:00:00,at Texans,-7.5,Vikings,43.5,,
3,2012-12-23 13:00:00,Patriots,-14.0,at Jaguars,51.5,,
4,2012-12-23 13:00:00,Colts,-5.0,at Chiefs,41.5,,
5,2012-12-23 13:00:00,at Dolphins,-5.0,Bills,43.0,,
6,2012-12-23 13:00:00,at Jets,-3.0,Chargers,38.0,,
7,2012-12-23 13:00:00,Redskins,-4.5,at Eagles,46.0,,
8,2012-12-23 13:00:00,at Steelers,-3.0,Bengals,41.0,,
9,2012-12-23 13:00:00,at Panthers,-9.5,Raiders,47.0,,
10,2012-12-23 13:00:00,at Cowboys,-3.0,Saints,54.5,,
11,2012-12-23 13:00:00,at Buccaneers,-3.0,Rams,43.5,,
12,2012-12-23 16:05:00,at Broncos,-11.0,Browns,43.5,,
13,2012-12-23 16:25:00,Bears,-7.0,at Cardinals,36.5,,
14,2012-12-23 16:25:00,Giants,-2.5,at Ravens,47.0,,
15,2012-12-23 20:20:00,at Seahawks,-2.5,49ers,40.5,,
0,2012-12-30 13:00:00,at Falcons,-3.0,Buccaneers,45.5,,
1,2012-12-30 13:00:00,at Bills,-3.5,Jets,41.0,,
2,2012-12-30 13:00:00,at Bengals,-4.5,Ravens,42.5,,
3,2012-12-30 13:00:00,Bears,-3.0,at Lions,46.0,,
4,2012-12-30 13:00:00,Texans,-6.5,at Colts,47.0,,
5,2012-12-30 13:00:00,at Saints,-4.0,Panthers,53.5,,
6,2012-12-30 13:00:00,at Giants,-6.5,Eagles,44.0,,
7,2012-12-30 13:00:00,at Steelers,-10.0,Browns,36.5,,
8,2012-12-30 13:00:00,at Titans,-6.0,Jaguars,42.0,,
9,2012-12-30 16:25:00,at Seahawks,-11.0,Rams,41.5,,
10,2012-12-30 16:25:00,at 49ers,-16.5,Cardinals,38.5,,
11,2012-12-30 16:25:00,at Chargers,-8.0,Raiders,41.5,,
12,2012-12-30 16:25:00,Packers,-3.0,at Vikings,45.5,,
13,2012-12-30 16:25:00,at Patriots,-11.0,Dolphins,47.5,,
14,2012-12-30 16:25:00,at Broncos,-17.0,Chiefs,41.0,,
15,2012-12-30 20:20:00,at Redskins,-3.0,Cowboys,49.0,,
0,2013-09-05 20:30:00,at Broncos,-7.5,Ravens,48.0,,
1,2013-09-08 13:00:00,at Lions,-4.0,Vikings,46.5,,
2,2013-09-08 13:00:00,at Colts,-11.0,Raiders,45.5,,
3,2013-09-08 13:00:00,Chiefs,-3.5,at Jaguars,42.5,,
4,2013-09-08 13:00:00,Patriots,-10.0,at Bills,50.5,,
5,2013-09-08 13:00:00,Seahawks,-3.0,at Panthers,44.5,,
6,2013-09-08 13:00:00,at Bears,-3.0,Bengals,41.5,,
7,2013-09-08 13:00:00,at Browns,-2.5,Dolphins,41.0,,
8,2013-09-08 13:00:00,at Saints,-3.5,Falcons,54.5,,
9,2013-09-08 13:00:00,Buccaneers,-4.0,at Jets,39.5,,
10,2013-09-08 13:00:00,at Steelers,-6.0,Titans,42.0,,
11,2013-09-08 16:25:00,at 49ers,-5.0,Packers,47.0,,
12,2013-09-08 16:25:00,at Rams,-3.5,Cardinals,41.5,,
13,2013-09-08 20:30:00,at Cowboys,-3.5,Giants,49.5,,
14,2013-09-09 18:55:00,at Redskins,-4.0,Eagles,52.0,,
15,2013-09-09 22:15:00,Texans,-4.5,at Chargers,44.0,,
0,2013-09-12 20:25:00,at Patriots,-11.0,Jets,43.0,,
1,2013-09-15 13:00:00,at Eagles,-7.5,Chargers,52.0,,
2,2013-09-15 13:00:00,at Falcons,-4.5,Rams,47.5,,
3,2013-09-15 13:00:00,at Ravens,-6.5,Browns,43.5,,
4,2013-09-15 13:00:00,Panthers,-3.5,at Bills,43.5,,
5,2013-09-15 13:00:00,at Bears,-6.0,Vikings,41.0,,
6,2013-09-15 13:00:00,at Packers,-7.0,Redskins,49.0,,
7,2013-09-15 13:00:00,at Texans,-7.5,Titans,42.0,,
8,2013-09-15 13:00:00,at Colts,-1.5,Dolphins,43.0,,
9,2013-09-15 13:00:00,at Chiefs,-3.0,Cowboys,45.5,,
10,2013-09-15 16:05:00,Lions,-2.0,at Cardinals,47.5,,
11,2013-09-15 16:05:00,Saints,-3.0,at Buccaneers,48.5,,
12,2013-09-15 16:25:00,Broncos,-3.5,at Giants,53.0,,
13,2013-09-15 16:25:00,at Raiders,-3.5,Jaguars,41.0,,
14,2013-09-15 20:30:00,at Seahawks,-3.0,49ers,44.0,,
15,2013-09-16 20:30:00,at Bengals,-6.5,Steelers,40.5,,
0,2013-09-19 20:25:00,at Eagles,-3.0,Chiefs,50.0,,
1,2013-09-22 13:00:00,at Titans,-3.0,Chargers,43.5,,
2,2013-09-22 13:00:00,Lions,-1.0,at Redskins,48.5,,
3,2013-09-22 13:00:00,at Ravens,-1.0,Texans,44.5,,
4,2013-09-22 13:00:00,at Panthers,-1.0,Giants,47.0,,
5,2013-09-22 13:00:00,Packers,-2.5,at Bengals,49.5,,
6,2013-09-22 13:00:00,at Cowboys,-3.5,Rams,47.0,,
7,2013-09-22 13:00:00,at Vikings,-6.5,Browns,40.5,,
8,2013-09-22 13:00:00,at Patriots,-7.0,Buccaneers,44.5,,
9,2013-09-22 13:00:00,at Saints,-7.0,Cardinals,48.5,,
10,2013-09-22 16:05:00,at Dolphins,-3.0,Falcons,45.5,,
11,2013-09-22 16:25:00,at Seahawks,-19.0,Jaguars,40.5,,
12,2013-09-22 16:25:00,at 49ers,-10.0,Colts,46.0,,
13,2013-09-22 16:25:00,at Jets,-2.5,Bills,41.0,,
14,2013-09-22 20:30:00,Bears,-2.5,at Steelers,40.5,,
15,2013-09-23 20:30:00,at Broncos,-16.0,Raiders,49.0,,
0,2013-09-26 20:25:00,49ers,-3.0,at Rams,42.5,,
1,2013-09-29 13:00:00,Steelers,-3.0,at Vikings,41.5,,
2,2013-09-29 13:00:00,Ravens,-3.0,at Bills,44.5,,
3,2013-09-29 13:00:00,Bengals,-3.5,at Browns,42.5,,
4,2013-09-29 13:00:00,at Lions,-3.0,Bears,48.0,,
5,2013-09-29 13:00:00,Seahawks,-1.0,at Texans,41.5,,
6,2013-09-29 13:00:00,Colts,-9.0,at Jaguars,42.5,,
7,2013-09-29 13:00:00,at Chiefs,-3.5,Giants,44.0,,
8,2013-09-29 13:00:00,at Buccaneers,-2.5,Cardinals,40.5,,
9,2013-09-29 16:05:00,at Titans,-3.5,Jets,40.5,,
10,2013-09-29 16:25:00,Redskins,-3.5,at Raiders,45.5,,
11,2013-09-29 16:25:00,Cowboys,-1.0,at Chargers,47.0,,
12,2013-09-29 16:25:00,at Broncos,-10.5,Eagles,57.5,,
13,2013-09-29 20:30:00,at Falcons,-3.0,Patriots,49.0,,
14,2013-09-30 20:30:00,at Saints,-7.0,Dolphins,48.5,,
0,2013-10-03 20:25:00,at Browns,-3.5,Bills,41.0,,
1,2013-10-06 13:00:00,Chiefs,-2.5,at Titans,38.0,,
2,2013-10-06 13:00:00,at Bears,-0.0,Saints,50.5,,
3,2013-10-06 13:00:00,Patriots,-1.5,at Bengals,45.5,,
4,2013-10-06 13:00:00,at Packers,-10.0,Lions,53.0,,
5,2013-10-06 13:00:00,Seahawks,-3.0,at Colts,43.5,,
6,2013-10-06 13:00:00,at Rams,-11.0,Jaguars,41.0,,
7,2013-10-06 13:00:00,at Dolphins,-2.5,Ravens,43.0,,
8,2013-10-06 13:00:00,at Giants,-1.0,Eagles,53.5,,
9,2013-10-06 16:05:00,Panthers,-3.0,at Cardinals,41.5,,
10,2013-10-06 16:25:00,Broncos,-7.5,at Cowboys,56.0,,
11,2013-10-06 20:30:00,at 49ers,-4.0,Texans,43.0,,
12,2013-10-06 23:35:00,Chargers,-5.5,at Raiders,46.0,,
13,2013-10-07 20:30:00,at Falcons,-10.0,Jets,45.0,,
0,2013-10-10 20:25:00,at Bears,-9.5,Giants,47.0,,
1,2013-10-13 13:00:00,Lions,-2.0,at Browns,43.5,,
2,2013-10-13 13:00:00,Packers,-2.5,at Ravens,48.5,,
3,2013-10-13 13:00:00,Bengals,-6.0,at Bills,41.5,,
4,2013-10-13 13:00:00,at Texans,-7.5,Rams,43.0,,
5,2013-10-13 13:00:00,at Chiefs,-7.5,Raiders,41.0,,
6,2013-10-13 13:00:00,at Vikings,-2.5,Panthers,45.0,,
7,2013-10-13 13:00:00,Steelers,-1.0,at Jets,41.0,,
8,2013-10-13 13:00:00,Eagles,-3.0,at Buccaneers,44.5,,
9,2013-10-13 16:05:00,at Broncos,-26.5,Jaguars,52.5,,
10,2013-10-13 16:05:00,at Seahawks,-11.5,Titans,42.0,,
11,2013-10-13 16:25:00,at 49ers,-10.0,Cardinals,40.5,,
12,2013-10-13 16:25:00,at Patriots,-1.5,Saints,50.5,,
13,2013-10-13 20:30:00,at Cowboys,-5.5,Redskins,52.0,,
14,2013-10-14 20:30:00,Colts,-1.0,at Chargers,50.5,,
0,2013-10-17 20:25:00,Seahawks,-6.0,at Cardinals,40.5,,
1,2013-10-20 13:00:00,at Falcons,-7.0,Buccaneers,43.0,,
2,2013-10-20 13:00:00,at Panthers,-7.0,Rams,42.5,,
3,2013-10-20 13:00:00,at Lions,-2.5,Bengals,47.0,,
4,2013-10-20 13:00:00,Chargers,-7.5,at Jaguars,44.5,,
5,2013-10-20 13:00:00,at Dolphins,-6.0,Bills,44.0,,
6,2013-10-20 13:00:00,Patriots,-3.5,at Jets,43.0,,
7,2013-10-20 13:00:00,at Eagles,-3.0,Cowboys,55.0,,
8,2013-10-20 13:00:00,Bears,-1.0,at Redskins,48.0,,
9,2013-10-20 16:05:00,49ers,-3.5,at Titans,41.0,,
10,2013-10-20 16:25:00,at Steelers,-1.0,Ravens,41.0,,
11,2013-10-20 16:25:00,at Chiefs,-6.5,Texans,39.5,,
12,2013-10-20 16:25:00,at Packers,-9.5,Browns,45.0,,
13,2013-10-20 20:30:00,Broncos,-6.5,at Colts,55.5,,
14,2013-10-21 20:30:00,at Giants,-3.5,Vikings,48.0,,
0,2013-10-24 20:25:00,Panthers,-7.0,at Buccaneers,39.5,,
1,2013-10-27 13:00:00,at Eagles,-5.5,Giants,49.5,,
2,2013-10-27 13:00:00,at Patriots,-6.0,Dolphins,46.0,,
3,2013-10-27 13:00:00,at Saints,-10.5,Bills,48.5,,
4,2013-10-27 13:00:00,at Lions,-3.0,Cowboys,51.0,,
5,2013-10-27 13:00:00,49ers,-15.0,at Jaguars,40.0,,
6,2013-10-27 13:00:00,at Chiefs,-7.0,Browns,39.0,,
7,2013-10-27 16:05:00,at Bengals,-5.5,Jets,40.5,,
8,2013-10-27 16:05:00,Steelers,-2.5,at Raiders,40.5,,
9,2013-10-27 16:25:00,at Broncos,-11.0,Redskins,58.0,,
10,2013-10-27 16:25:00,at Cardinals,-2.5,Falcons,45.0,,
11,2013-10-27 20:30:00,Packers,-7.0,at Vikings,47.5,,
12,2013-10-28 20:30:00,Seahawks,-13.5,at Rams,43.5,,
0,2013-10-31 20:25:00,Bengals,-3.0,at Dolphins,42.0,,
1,2013-11-03 13:00:00,Titans,-3.0,at Rams,40.5,,
2,2013-11-03 13:00:00,Chiefs,-4.5,at Bills,40.5,,
3,2013-11-03 13:00:00,at Panthers,-9.0,Falcons,47.0,,
4,2013-11-03 13:00:00,at Cowboys,-9.0,Vikings,50.5,,
5,2013-11-03 13:00:00,Saints,-5.5,at Jets,46.0,,
6,2013-11-03 13:00:00,at Redskins,-1.0,Chargers,49.5,,
7,2013-11-03 16:05:00,at Raiders,-0.0,Eagles,45.5,,
8,2013-11-03 16:05:00,at Seahawks,-15.5,Buccaneers,40.0,,
9,2013-11-03 16:25:00,Ravens,-1.0,at Browns,41.5,,
10,2013-11-03 16:25:00,at Patriots,-6.0,Steelers,43.0,,
11,2013-11-03 20:30:00,Colts,-1.0,at Texans,42.5,,
12,2013-11-04 20:30:00,at Packers,-10.0,Bears,50.5,,
0,2013-11-07 20:25:00,Redskins,-1.0,at Vikings,49.0,,
1,2013-11-10 13:00:00,at Titans,-11.5,Jaguars,42.0,,
2,2013-11-10 13:00:00,Seahawks,-3.5,at Falcons,47.0,,
3,2013-11-10 13:00:00,at Ravens,-1.0,Bengals,44.0,,
4,2013-11-10 13:00:00,Lions,-1.0,at Bears,52.0,,
5,2013-11-10 13:00:00,Eagles,-1.0,at Packers,47.0,,
6,2013-11-10 13:00:00,at Colts,-7.5,Rams,43.0,,
7,2013-11-10 13:00:00,at Giants,-7.0,Raiders,41.5,,
8,2013-11-10 13:00:00,at Steelers,-3.0,Bills,43.0,,
9,2013-11-10 16:05:00,at 49ers,-6.0,Panthers,43.0,,
10,2013-11-10 16:25:00,Broncos,-7.0,at Chargers,56.5,,
11,2013-11-10 16:25:00,at Cardinals,-3.5,Texans,42.0,,
12,2013-11-10 20:30:00,at Saints,-6.5,Cowboys,55.0,,
13,2013-11-11 20:30:00,Dolphins,-2.5,at Buccaneers,39.5,,
0,2013-11-14 20:25:00,Colts,-3.0,at Titans,42.0,,
1,2013-11-17 13:00:00,at Buccaneers,-2.0,Falcons,43.5,,
2,2013-11-17 13:00:00,at Eagles,-4.5,Redskins,54.5,,
3,2013-11-17 13:00:00,Lions,-3.0,at Steelers,45.5,,
4,2013-11-17 13:00:00,Jets,-2.0,at Bills,39.0,,
5,2013-11-17 13:00:00,at Bears,-3.0,Ravens,40.5,,
6,2013-11-17 13:00:00,at Bengals,-4.5,Browns,40.5,,
7,2013-11-17 13:00:00,at Texans,-10.0,Raiders,41.0,,
8,2013-11-17 13:00:00,Cardinals,-9.5,at Jaguars,40.5,,
9,2013-11-17 16:05:00,Chargers,-2.5,at Dolphins,44.5,,
10,2013-11-17 16:25:00,at Saints,-3.0,49ers,50.0,,
11,2013-11-17 16:25:00,at Giants,-3.5,Packers,41.0,,
12,2013-11-17 16:25:00,at Seahawks,-13.0,Vikings,45.0,,
13,2013-11-17 20:30:00,at Broncos,-7.5,Chiefs,49.0,,
14,2013-11-18 20:30:00,at Panthers,-3.0,Patriots,46.5,,
0,2013-11-21 20:25:00,Saints,-9.0,at Falcons,53.0,,
1,2013-11-24 13:00:00,at Ravens,-4.0,Jets,38.5,,
2,2013-11-24 13:00:00,at Browns,-2.5,Steelers,40.0,,
3,2013-11-24 13:00:00,at Lions,-7.0,Buccaneers,48.5,,
4,2013-11-24 13:00:00,at Packers,-5.0,Vikings,44.5,,
5,2013-11-24 13:00:00,at Texans,-10.5,Jaguars,43.5,,
6,2013-11-24 13:00:00,at Chiefs,-3.5,Chargers,43.5,,
7,2013-11-24 13:00:00,at Rams,-2.0,Bears,46.0,,
8,2013-11-24 13:00:00,Panthers,-4.5,at Dolphins,40.0,,
9,2013-11-24 16:05:00,at Cardinals,-3.0,Colts,44.5,,
10,2013-11-24 16:05:00,Titans,-2.5,at Raiders,42.0,,
11,2013-11-24 16:25:00,at Giants,-2.5,Cowboys,44.5,,
12,2013-11-24 20:30:00,Broncos,-1.0,at Patriots,54.0,,
13,2013-11-25 20:30:00,49ers,-5.5,at Redskins,46.0,,
0,2013-11-28 12:30:00,at Lions,-6.5,Packers,48.5,,
1,2013-11-28 16:30:00,at Cowboys,-8.5,Raiders,48.0,,
2,2013-11-28 20:30:00,at Ravens,-3.0,Steelers,40.5,,
3,2013-12-01 13:00:00,at Panthers,-7.0,Buccaneers,41.0,,
4,2013-12-01 13:00:00,at Browns,-7.0,Jaguars,39.5,,
5,2013-12-01 13:00:00,Patriots,-7.0,at Texans,49.0,,
6,2013-12-01 13:00:00,at Colts,-3.5,Titans,46.5,,
7,2013-12-01 13:00:00,at Vikings,-1.0,Bears,49.0,,
8,2013-12-01 13:00:00,at Jets,-0.0,Dolphins,40.0,,
9,2013-12-01 13:00:00,at Eagles,-3.5,Cardinals,48.5,,
10,2013-12-01 16:05:00,at 49ers,-7.5,Rams,41.0,,
11,2013-12-01 16:05:00,at Bills,-5.0,Falcons,48.0,,
12,2013-12-01 16:25:00,Broncos,-5.5,at Chiefs,50.0,,
13,2013-12-01 16:25:00,Bengals,-1.5,at Chargers,48.5,,
14,2013-12-01 20:30:00,at Redskins,-0.0,Giants,45.5,,
15,2013-12-02 20:30:00,at Seahawks,-6.5,Saints,48.5,,
0,2013-12-05 20:25:00,Texans,-3.0,at Jaguars,43.0,,
1,2013-12-08 13:00:00,at Packers,-3.5,Falcons,45.0,,
2,2013-12-08 13:00:00,at Ravens,-6.0,Vikings,41.5,,
3,2013-12-08 13:00:00,at Bengals,-7.0,Colts,43.5,,
4,2013-12-08 13:00:00,at Jets,-3.0,Raiders,39.5,,
5,2013-12-08 13:00:00,at Eagles,-2.5,Lions,52.0,,
6,2013-12-08 13:00:00,at Steelers,-3.0,Dolphins,41.0,,
7,2013-12-08 13:00:00,at Patriots,-10.0,Browns,47.5,,
8,2013-12-08 13:00:00,at Buccaneers,-3.0,Bills,43.0,,
9,2013-12-08 13:00:00,Chiefs,-3.5,at Redskins,44.0,,
10,2013-12-08 16:05:00,at Broncos,-12.5,Titans,49.5,,
11,2013-12-08 16:25:00,at Cardinals,-4.0,Rams,41.0,,
12,2013-12-08 16:25:00,at Chargers,-4.0,Giants,47.0,,
13,2013-12-08 16:25:00,at 49ers,-2.5,Seahawks,41.0,,
14,2013-12-08 20:30:00,at Saints,-3.0,Panthers,47.0,,
15,2013-12-09 20:30:00,at Bears,-1.5,Cowboys,49.0,,
0,2013-12-12 20:25:00,at Broncos,-10.0,Chargers,56.5,,
1,2013-12-15 13:00:00,at Colts,-6.0,Texans,47.0,,
2,2013-12-15 13:00:00,Bills,-4.0,at Jaguars,43.5,,
3,2013-12-15 13:00:00,at Falcons,-5.5,Redskins,50.0,,
4,2013-12-15 13:00:00,Bears,-1.0,at Browns,44.0,,
5,2013-12-15 13:00:00,at Dolphins,-2.5,Patriots,46.5,,
6,2013-12-15 13:00:00,Eagles,-6.5,at Vikings,53.0,,
7,2013-12-15 13:00:00,Seahawks,-9.0,at Giants,43.0,,
8,2013-12-15 13:00:00,49ers,-4.5,at Buccaneers,41.0,,
9,2013-12-15 16:05:00,Chiefs,-6.0,at Raiders,44.5,,
10,2013-12-15 16:05:00,at Panthers,-10.0,Jets,40.5,,
11,2013-12-15 16:25:00,at Cowboys,-5.0,Packers,50.0,,
12,2013-12-15 16:25:00,Saints,-6.5,at Rams,47.5,,
13,2013-12-15 16:25:00,Cardinals,-2.5,at Titans,43.0,,
14,2013-12-15 20:30:00,Bengals,-2.5,at Steelers,44.0,,
15,2013-12-16 20:30:00,at Lions,-4.5,Ravens,49.0,,
0,2013-12-22 13:00:00,at Bills,-1.0,Dolphins,42.0,,
1,2013-12-22 13:00:00,at Panthers,-3.5,Saints,44.5,,
2,2013-12-22 13:00:00,at Bengals,-7.5,Vikings,47.5,,
3,2013-12-22 13:00:00,Broncos,-10.0,at Texans,53.0,,
4,2013-12-22 13:00:00,Titans,-4.0,at Jaguars,44.0,,
5,2013-12-22 13:00:00,at Chiefs,-7.5,Colts,47.0,,
6,2013-12-22 13:00:00,at Rams,-3.5,Buccaneers,43.0,,
7,2013-12-22 13:00:00,at Jets,-2.5,Browns,41.5,,
8,2013-12-22 13:00:00,Cowboys,-3.0,at Redskins,51.5,,
9,2013-12-22 16:05:00,at Seahawks,-9.0,Cardinals,43.0,,
10,2013-12-22 16:05:00,at Lions,-9.5,Giants,47.0,,
11,2013-12-22 16:25:00,Steelers,-1.0,at Packers,44.0,,
12,2013-12-22 16:25:00,at Chargers,-9.5,Raiders,50.0,,
13,2013-12-22 16:25:00,Patriots,-1.0,at Ravens,45.5,,
14,2013-12-22 20:30:00,at Eagles,-2.5,Bears,54.0,,
15,2013-12-23 20:30:00,at 49ers,-14.0,Falcons,46.0,,
0,2013-12-29 13:00:00,Panthers,-5.5,at Falcons,46.0,,
1,2013-12-29 13:00:00,at Bengals,-6.5,Ravens,43.5,,
2,2013-12-29 13:00:00,at Dolphins,-7.5,Jets,41.0,,
3,2013-12-29 13:00:00,at Vikings,-0.0,Lions,51.0,,
4,2013-12-29 13:00:00,at Colts,-11.0,Jaguars,45.0,,
5,2013-12-29 13:00:00,at Giants,-3.5,Redskins,44.5,,
6,2013-12-29 13:00:00,at Steelers,-9.5,Browns,44.5,,
7,2013-12-29 13:00:00,at Titans,-7.0,Texans,44.5,,
8,2013-12-29 16:25:00,at Cardinals,-3.0,49ers,41.0,,
9,2013-12-29 16:25:00,at Seahawks,-13.0,Rams,41.0,,
10,2013-12-29 16:25:00,Broncos,-10.0,at Raiders,53.5,,
11,2013-12-29 16:25:00,at Chargers,-14.0,Chiefs,46.0,,
12,2013-12-29 16:25:00,at Patriots,-7.5,Bills,46.5,,
13,2013-12-29 16:25:00,at Saints,-10.5,Buccaneers,47.0,,
14,2013-12-29 16:25:00,Packers,-3.0,at Bears,51.0,,
15,2013-12-29 20:30:00,Eagles,-7.0,at Cowboys,53.5,,
0,2014-09-04 20:30:00,at Seahawks,-4.5,Packers,47.0,,
1,2014-09-07 13:00:00,Saints,-3.0,at Falcons,51.0,,
2,2014-09-07 13:00:00,at Ravens,-1.0,Bengals,43.5,,
3,2014-09-07 13:00:00,at Bears,-7.0,Bills,47.0,,
4,2014-09-07 13:00:00,at Texans,-3.0,Redskins,43.5,,
5,2014-09-07 13:00:00,at Chiefs,-3.0,Titans,44.5,,
6,2014-09-07 13:00:00,at Rams,-2.5,Vikings,43.5,,
7,2014-09-07 13:00:00,Patriots,-4.0,at Dolphins,46.5,,
8,2014-09-07 13:00:00,at Jets,-6.5,Raiders,41.0,,
9,2014-09-07 13:00:00,at Eagles,-10.0,Jaguars,48.5,,
10,2014-09-07 13:00:00,at Steelers,-5.5,Browns,41.5,,
11,2014-09-07 16:25:00,49ers,-3.5,at Cowboys,49.0,,
12,2014-09-07 16:25:00,at Buccaneers,-4.5,Panthers,38.5,,
13,2014-09-07 20:30:00,at Broncos,-8.0,Colts,53.5,,
14,2014-09-08 19:10:00,at Lions,-6.0,Giants,45.5,,
15,2014-09-08 22:20:00,at Cardinals,-3.0,Chargers,46.5,,
0,2014-09-11 20:25:00,at Ravens,-2.5,Steelers,44.5,,
1,2014-09-14 13:00:00,at Bills,-1.0,Dolphins,43.0,,
2,2014-09-14 13:00:00,at Panthers,-1.5,Lions,43.5,,
3,2014-09-14 13:00:00,at Bengals,-5.5,Falcons,49.0,,
4,2014-09-14 13:00:00,Saints,-5.0,at Browns,49.5,,
5,2014-09-14 13:00:00,Patriots,-3.0,at Vikings,49.0,,
6,2014-09-14 13:00:00,at Giants,-2.0,Cardinals,41.5,,
7,2014-09-14 13:00:00,at Titans,-3.0,Cowboys,49.5,,
8,2014-09-14 13:00:00,at Redskins,-5.0,Jaguars,43.0,,
9,2014-09-14 16:05:00,Seahawks,-4.5,at Chargers,45.0,,
10,2014-09-14 16:05:00,at Buccaneers,-4.0,Rams,37.5,,
11,2014-09-14 16:25:00,Texans,-3.0,at Raiders,41.0,,
12,2014-09-14 16:25:00,at Broncos,-13.0,Chiefs,48.5,,
13,2014-09-14 16:25:00,at Packers,-7.0,Jets,46.5,,
14,2014-09-14 20:30:00,at 49ers,-7.0,Bears,47.0,,
15,2014-09-15 20:30:00,at Colts,-3.0,Eagles,53.5,,
0,2014-09-18 20:25:00,at Falcons,-6.5,Buccaneers,47.0,,
1,2014-09-21 13:00:00,at Bills,-2.5,Chargers,45.5,,
2,2014-09-21 13:00:00,at Eagles,-4.0,Redskins,49.5,,
3,2014-09-21 13:00:00,at Bengals,-6.5,Titans,43.5,,
4,2014-09-21 13:00:00,Ravens,-1.5,at Browns,43.0,,
5,2014-09-21 13:00:00,at Lions,-1.0,Packers,51.5,,
6,2014-09-21 13:00:00,Colts,-6.0,at Jaguars,45.5,,
7,2014-09-21 13:00:00,Cowboys,-2.0,at Rams,45.0,,
8,2014-09-21 13:00:00,at Patriots,-14.0,Raiders,47.0,,
9,2014-09-21 13:00:00,at Saints,-10.0,Vikings,49.5,,
10,2014-09-21 13:00:00,at Giants,-1.0,Texans,41.5,,
11,2014-09-21 16:05:00,49ers,-3.0,at Cardinals,41.0,,
12,2014-09-21 16:25:00,at Seahawks,-4.0,Broncos,48.0,,
13,2014-09-21 16:25:00,at Dolphins,-5.5,Chiefs,43.0,,
14,2014-09-21 20:30:00,at Panthers,-3.0,Steelers,42.0,,
15,2014-09-22 20:30:00,at Jets,-1.5,Bears,45.0,,
0,2014-09-25 20:25:00,at Redskins,-3.0,Giants,44.5,,
1,2014-09-28 13:00:00,at Ravens,-3.0,Panthers,42.5,,
2,2014-09-28 13:00:00,Packers,-1.5,at Bears,51.0,,
3,2014-09-28 13:00:00,at Texans,-3.0,Bills,44.0,,
4,2014-09-28 13:00:00,at Colts,-7.5,Titans,45.5,,
5,2014-09-28 13:00:00,at Jets,-1.0,Lions,43.5,,
6,2014-09-28 13:00:00,Dolphins,-3.5,at Raiders,41.0,,
7,2014-09-28 13:00:00,at Steelers,-7.0,Buccaneers,44.5,,
8,2014-09-28 16:05:00,at Chargers,-13.0,Jaguars,45.0,,
9,2014-09-28 16:25:00,Falcons,-5.0,at Vikings,47.5,,
10,2014-09-28 16:25:00,at 49ers,-3.5,Eagles,49.0,,
11,2014-09-28 20:30:00,Saints,-3.0,at Cowboys,53.5,,
