,Date,Favorite,Spread,Underdog,Total,Away Money Line,Home Money Line
4,2011-10-09 00:00:00,at Patriots,-7.5,Jets,50.0,,
5,2011-10-09 00:00:00,at Giants,-10.0,Seahawks,43.5,,
6,2011-10-09 00:00:00,at Steelers,-3.5,Titans,40.0,,
7,2011-10-09 00:00:00,at 49ers,-3.0,Buccaneers,41.5,,
8,2011-10-09 00:00:00,Packers,-6.0,at Falcons,53.5,,
9,2011-10-09 00:00:00,Eagles,-3.0,at Bills,53.0,,
10,2011-10-09 00:00:00,Saints,-6.5,at Panthers,51.5,,
11,2011-10-09 00:00:00,Chargers,-3.5,at Broncos,46.0,,
12,2011-10-10 00:00:00,at Lions,-6.5,Bears,47.0,,
0,2011-10-16 00:00:00,at Falcons,-3.5,Panthers,49.5,,
1,2011-10-16 00:00:00,at Ravens,-7.0,Texans,44.0,,
2,2011-10-16 00:00:00,at Bears,-2.5,Vikings,42.0,,
3,2011-10-16 00:00:00,at Bengals,-6.0,Colts,40.5,,
4,2011-10-16 00:00:00,at Lions,-5.0,49ers,45.5,,
5,2011-10-16 00:00:00,at Packers,-14.5,Rams,47.0,,
6,2011-10-16 00:00:00,at Patriots,-6.5,Cowboys,55.5,,
7,2011-10-16 00:00:00,at Giants,-3.5,Bills,49.0,,
8,2011-10-16 00:00:00,at Raiders,-6.5,Browns,44.5,,
9,2011-10-16 00:00:00,at Steelers,-12.5,Jaguars,40.0,,
10,2011-10-16 00:00:00,Saints,-6.5,at Buccaneers,50.0,,
11,2011-10-16 00:00:00,Eagles,-3.0,at Redskins,47.0,,
12,2011-10-17 00:00:00,at Jets,-7.0,Dolphins,42.0,,
0,2011-10-23 00:00:00,Steelers,-4.0,at Cardinals,45.0,,
1,2011-10-23 00:00:00,at Panthers,-2.5,Redskins,44.0,,
2,2011-10-23 00:00:00,at Browns,-3.0,Seahawks,41.0,,
3,2011-10-23 00:00:00,at Cowboys,-14.0,Rams,43.5,,
4,2011-10-23 00:00:00,at Lions,-5.0,Falcons,47.5,,
5,2011-10-23 00:00:00,Broncos,-1.5,at Dolphins,42.0,,
6,2011-10-23 00:00:00,Packers,-10.0,at Vikings,46.5,,
7,2011-10-23 00:00:00,at Saints,-14.0,Colts,49.0,,
8,2011-10-23 00:00:00,at Jets,-1.0,Chargers,43.0,,
9,2011-10-23 00:00:00,at Raiders,-3.5,Chiefs,41.5,,
10,2011-10-23 00:00:00,Bears,-1.5,at Buccaneers,44.0,,
11,2011-10-23 00:00:00,at Titans,-2.5,Texans,44.0,,
12,2011-10-24 00:00:00,Ravens,-10.0,at Jaguars,39.5,,
0,2011-10-30 00:00:00,at Ravens,-12.5,Cardinals,43.0,,
1,2011-10-30 00:00:00,at Bills,-4.0,Redskins,46.0,,
2,2011-10-30 00:00:00,at Panthers,-3.0,Vikings,47.0,,
3,2011-10-30 00:00:00,Lions,-3.0,at Broncos,43.0,,
4,2011-10-30 00:00:00,at Texans,-10.0,Jaguars,41.0,,
5,2011-10-30 00:00:00,Saints,-13.5,at Rams,48.0,,
6,2011-10-30 00:00:00,at Giants,-10.0,Dolphins,42.5,,
7,2011-10-30 00:00:00,at Eagles,-3.0,Cowboys,49.0,,
8,2011-10-30 00:00:00,Patriots,-3.0,at Steelers,52.5,,
9,2011-10-30 00:00:00,Bengals,-1.0,at Seahawks,37.5,,
10,2011-10-30 00:00:00,at 49ers,-9.5,Browns,38.5,,
11,2011-10-30 00:00:00,at Titans,-7.5,Colts,43.5,,
12,2011-10-31 00:00:00,Chargers,-3.0,at Chiefs,44.5,,
0,2011-11-06 00:00:00,at Cardinals,-1.5,Rams,41.0,,
1,2011-11-06 00:00:00,at Bills,-2.5,Jets,45.0,,
2,2011-11-06 00:00:00,at Cowboys,-11.0,Seahawks,45.0,,
3,2011-11-06 00:00:00,at Texans,-10.5,Browns,41.5,,
4,2011-11-06 00:00:00,Falcons,-6.5,at Colts,45.0,,
5,2011-11-06 00:00:00,at Chiefs,-4.5,Dolphins,40.5,,
6,2011-11-06 00:00:00,Packers,-6.0,at Chargers,50.0,,
7,2011-11-06 00:00:00,at Patriots,-9.5,Giants,51.5,,
8,2011-11-06 00:00:00,at Saints,-8.5,Buccaneers,51.0,,
9,2011-11-06 00:00:00,at Raiders,-7.0,Broncos,41.5,,
10,2011-11-06 00:00:00,at Steelers,-3.0,Ravens,42.0,,
11,2011-11-06 00:00:00,at Titans,-2.5,Bengals,42.0,,
12,2011-11-06 00:00:00,49ers,-5.5,at Redskins,37.5,,
13,2011-11-07 00:00:00,at Eagles,-8.0,Bears,47.0,,
0,2011-11-10 00:00:00,at Chargers,-7.0,Raiders,48.0,,
1,2011-11-13 00:00:00,at Dolphins,-4.0,Redskins,37.5,,
2,2011-11-13 00:00:00,at Jets,-1.5,Patriots,47.5,,
3,2011-11-13 00:00:00,at Eagles,-13.0,Cardinals,47.0,,
4,2011-11-13 00:00:00,Ravens,-7.0,at Seahawks,40.0,,
5,2011-11-13 00:00:00,at 49ers,-4.0,Giants,42.5,,
6,2011-11-13 00:00:00,Texans,-4.0,at Buccaneers,45.5,,
7,2011-11-13 00:00:00,at Falcons,-1.0,Saints,50.5,,
8,2011-11-13 00:00:00,at Panthers,-3.5,Titans,47.0,,
9,2011-11-13 00:00:00,at Bears,-3.0,Lions,43.5,,
10,2011-11-13 00:00:00,Steelers,-4.0,at Bengals,40.5,,
11,2011-11-13 00:00:00,at Browns,-2.5,Rams,36.0,,
12,2011-11-13 00:00:00,at Cowboys,-5.5,Bills,48.0,,
13,2011-11-13 00:00:00,Jaguars,-3.0,at Colts,37.0,,
14,2011-11-13 00:00:00,at Chiefs,-3.0,Broncos,42.0,,
15,2011-11-14 00:00:00,at Packers,-13.0,Vikings,50.5,,
0,2011-11-17 00:00:00,Jets,-6.0,at Broncos,40.0,,
1,2011-11-20 00:00:00,at Lions,-6.5,Panthers,47.5,,
2,2011-11-20 00:00:00,at Packers,-13.5,Buccaneers,48.5,,
3,2011-11-20 00:00:00,at Rams,-3.0,Seahawks,40.0,,
4,2011-11-20 00:00:00,at Dolphins,-3.0,Bills,43.5,,
5,2011-11-20 00:00:00,at Vikings,-2.0,Raiders,45.5,,
6,2011-11-20 00:00:00,at Falcons,-6.0,Titans,44.0,,
7,2011-11-20 00:00:00,at Ravens,-7.0,Bengals,40.0,,
8,2011-11-20 00:00:00,at Bears,-4.0,Chargers,45.0,,
9,2011-11-20 00:00:00,at Browns,-1.5,Jaguars,34.0,,
10,2011-11-20 00:00:00,at Giants,-6.0,Eagles,45.5,,
11,2011-11-20 00:00:00,at 49ers,-10.0,Cardinals,41.0,,
12,2011-11-20 00:00:00,Cowboys,-7.5,at Redskins,42.0,,
13,2011-11-21 00:00:00,at Patriots,-16.5,Chiefs,46.5,,
0,2011-11-24 00:00:00,at Cowboys,-7.0,Dolphins,45.0,,
1,2011-11-24 00:00:00,Packers,-4.0,at Lions,55.5,,
2,2011-11-24 00:00:00,at Ravens,-3.5,49ers,40.0,,
3,2011-11-27 00:00:00,at Bengals,-6.5,Browns,38.0,,
4,2011-11-27 00:00:00,at Falcons,-10.0,Vikings,44.0,,
5,2011-11-27 00:00:00,at Jets,-9.5,Bills,42.5,,
6,2011-11-27 00:00:00,at Raiders,-3.0,Bears,41.5,,
7,2011-11-27 00:00:00,Patriots,-3.0,at Eagles,50.5,,
8,2011-11-27 00:00:00,at Seahawks,-3.0,Redskins,38.0,,
9,2011-11-27 00:00:00,at Titans,-3.5,Buccaneers,44.0,,
10,2011-11-27 00:00:00,Panthers,-3.5,at Colts,46.0,,
11,2011-11-27 00:00:00,Texans,-6.0,at Jaguars,37.0,,
12,2011-11-27 00:00:00,Steelers,-10.5,at Chiefs,41.0,,
13,2011-11-27 00:00:00,at Chargers,-5.0,Broncos,42.0,,
14,2011-11-27 00:00:00,at Rams,-1.5,Cardinals,39.5,,
15,2011-11-28 00:00:00,at Saints,-7.0,Giants,51.0,,
0,2011-12-01 00:00:00,Eagles,-3.0,at Seahawks,43.5,,
1,2011-12-04 00:00:00,at 49ers,-14.0,Rams,38.0,,
2,2011-12-04 00:00:00,Panthers,-2.0,at Buccaneers,47.0,,
3,2011-12-04 00:00:00,Jets,-3.0,at Redskins,38.0,,
4,2011-12-04 00:00:00,Cowboys,-4.5,at Cardinals,47.0,,
5,2011-12-04 00:00:00,at Bills,-1.0,Titans,42.5,,
6,2011-12-04 00:00:00,at Bears,-8.0,Chiefs,36.0,,
7,2011-12-04 00:00:00,Ravens,-7.0,at Browns,38.0,,
8,2011-12-04 00:00:00,Falcons,-2.0,at Texans,37.5,,
9,2011-12-04 00:00:00,at Dolphins,-3.0,Raiders,43.0,,
10,2011-12-04 00:00:00,Broncos,-1.0,at Vikings,37.5,,
11,2011-12-04 00:00:00,at Patriots,-20.5,Colts,48.5,,
12,2011-12-04 00:00:00,at Saints,-9.0,Lions,54.0,,
13,2011-12-04 00:00:00,Packers,-6.5,at Giants,53.5,,
14,2011-12-04 00:00:00,at Steelers,-7.0,Bengals,42.5,,
15,2011-12-05 00:00:00,Chargers,-3.0,at Jaguars,39.5,,
0,2011-12-08 00:00:00,at Steelers,-14.0,Browns,40.0,,
1,2011-12-11 00:00:00,Saints,-3.0,at Titans,48.5,,
2,2011-12-11 00:00:00,Patriots,-7.5,at Redskins,47.0,,
3,2011-12-11 00:00:00,49ers,-3.5,at Cardinals,40.0,,
4,2011-12-11 00:00:00,at Ravens,-16.5,Colts,42.0,,
5,2011-12-11 00:00:00,Falcons,-3.0,at Panthers,48.0,,
6,2011-12-11 00:00:00,at Bengals,-2.5,Texans,37.5,,
7,2011-12-11 00:00:00,at Cowboys,-4.5,Giants,50.5,,
8,2011-12-11 00:00:00,at Broncos,-3.0,Bears,36.0,,
9,2011-12-11 00:00:00,at Lions,-10.0,Vikings,47.0,,
10,2011-12-11 00:00:00,at Packers,-11.5,Raiders,50.5,,
11,2011-12-11 00:00:00,Buccaneers,-2.5,at Jaguars,42.0,,
12,2011-12-11 00:00:00,at Chargers,-7.0,Bills,48.5,,
13,2011-12-11 00:00:00,at Dolphins,-3.0,Eagles,44.5,,
14,2011-12-11 00:00:00,at Jets,-11.0,Chiefs,35.5,,
15,2011-12-12 00:00:00,at Seahawks,-9.0,Rams,38.0,,
0,2011-12-15 00:00:00,at Falcons,-12.0,Jaguars,42.5,,
1,2011-12-17 00:00:00,Cowboys,-7.0,at Buccaneers,47.0,,
2,2011-12-18 00:00:00,at Cardinals,-6.0,Browns,37.5,,
3,2011-12-18 00:00:00,at Bills,-1.0,Dolphins,42.0,,
4,2011-12-18 00:00:00,at Bears,-3.5,Seahawks,35.0,,
5,2011-12-18 00:00:00,Patriots,-7.0,at Broncos,47.5,,
6,2011-12-18 00:00:00,at Texans,-5.0,Panthers,45.0,,
7,2011-12-18 00:00:00,Titans,-7.0,at Colts,41.5,,
8,2011-12-18 00:00:00,Packers,-12.0,at Chiefs,46.0,,
9,2011-12-18 00:00:00,Ravens,-2.5,at Chargers,44.5,,
10,2011-12-18 00:00:00,Bengals,-7.0,at Rams,39.0,,
11,2011-12-18 00:00:00,Saints,-7.5,at Vikings,53.5,,
12,2011-12-18 00:00:00,at Giants,-6.0,Redskins,46.0,,
13,2011-12-18 00:00:00,Lions,-2.5,at Raiders,47.5,,
14,2011-12-18 00:00:00,at Eagles,-3.0,Jets,44.0,,
15,2011-12-19 00:00:00,at 49ers,-2.5,Steelers,38.0,,
0,2011-12-22 00:00:00,Texans,-6.5,at Colts,40.0,,
1,2011-12-24 00:00:00,at Chiefs,-3.0,Raiders,43.0,,
2,2011-12-24 00:00:00,at Patriots,-7.0,Dolphins,49.5,,
3,2011-12-24 00:00:00,at Ravens,-11.5,Browns,38.5,,
4,2011-12-24 00:00:00,Broncos,-3.0,at Bills,42.5,,
5,2011-12-24 00:00:00,at Panthers,-8.0,Buccaneers,48.0,,
6,2011-12-24 00:00:00,at Bengals,-4.5,Cardinals,41.0,,
7,2011-12-24 00:00:00,Eagles,-2.5,at Cowboys,50.5,,
8,2011-12-24 00:00:00,at Lions,-1.5,Chargers,53.5,,
9,2011-12-24 00:00:00,at Jets,-3.0,Giants,46.5,,
10,2011-12-24 00:00:00,at Steelers,-10.5,Rams,34.0,,
11,2011-12-24 00:00:00,49ers,-2.0,at Seahawks,37.5,,
12,2011-12-24 00:00:00,at Titans,-8.0,Jaguars,39.5,,
13,2011-12-24 00:00:00,at Redskins,-6.5,Vikings,44.0,,
14,2011-12-25 00:00:00,at Packers,-13.0,Bears,42.0,,
15,2011-12-26 00:00:00,at Saints,-7.0,Falcons,52.5,,
0,2012-01-01 00:00:00,at Cardinals,-2.5,Seahawks,41.0,,
1,2012-01-01 00:00:00,at Falcons,-9.5,Buccaneers,45.0,,
2,2012-01-01 00:00:00,Ravens,-1.5,at Bengals,38.0,,
3,2012-01-01 00:00:00,Steelers,-7.0,at Browns,33.0,,
4,2012-01-01 00:00:00,at Broncos,-2.0,Chiefs,37.0,,
5,2012-01-01 00:00:00,Lions,-6.5,at Packers,41.0,,
6,2012-01-01 00:00:00,Titans,-1.5,at Texans,38.0,,
7,2012-01-01 00:00:00,at Jaguars,-3.0,Colts,36.5,,
8,2012-01-01 00:00:00,49ers,-12.5,at Rams,34.5,,
9,2012-01-01 00:00:00,at Dolphins,-2.5,Jets,38.5,,
10,2012-01-01 00:00:00,at Vikings,-2.5,Bears,41.0,,
11,2012-01-01 00:00:00,at Patriots,-10.5,Bills,50.0,,
12,2012-01-01 00:00:00,at Saints,-7.0,Panthers,55.0,,
13,2012-01-01 00:00:00,at Giants,-3.0,Cowboys,47.5,,
14,2012-01-01 00:00:00,at Raiders,-3.0,Chargers,48.0,,
15,2012-01-01 00:00:00,at Eagles,-7.5,Redskins,44.0,,
0,2012-09-05 20:30:00,at Giants,-3.0,Cowboys,47.0,,
1,2012-09-09 13:00:00,at Jets,-3.0,Bills,42.5,,
2,2012-09-09 13:00:00,at Lions,-9.5,Rams,47.0,,
3,2012-09-09 13:00:00,Patriots,-6.5,at Titans,48.5,,
4,2012-09-09 13:00:00,at Bears,-9.5,Colts,41.5,,
5,2012-09-09 13:00:00,Eagles,-9.0,at Browns,42.0,,
6,2012-09-09 13:00:00,at Texans,-13.0,Dolphins,44.5,,
7,2012-09-09 13:00:00,Falcons,-2.5,at Chiefs,42.0,,
8,2012-09-09 13:00:00,at Vikings,-3.5,Jaguars,39.0,,
9,2012-09-09 13:00:00,at Saints,-8.5,Redskins,51.5,,
10,2012-09-09 16:25:00,Seahawks,-3.0,at Cardinals,42.0,,
11,2012-09-09 16:25:00,Panthers,-2.5,at Buccaneers,47.0,,
12,2012-09-09 16:25:00,at Packers,-5.0,49ers,45.0,,
13,2012-09-09 20:20:00,at Broncos,-2.0,Steelers,45.0,,
14,2012-09-10 19:00:00,at Ravens,-7.0,Bengals,40.5,,
15,2012-09-10 22:15:00,at Raiders,-1.0,Chargers,47.5,,
0,2012-09-13 20:20:00,at Packers,-5.0,Bears,48.5,,
1,2012-09-16 13:00:00,Vikings,-3.0,at Colts,43.0,,
2,2012-09-16 13:00:00,Texans,-6.5,at Jaguars,42.5,,
3,2012-09-16 13:00:00,at Bills,-3.0,Chiefs,45.0,,
4,2012-09-16 13:00:00,Saints,-3.0,at Panthers,48.0,,
5,2012-09-16 13:00:00,at Bengals,-7.0,Browns,41.5,,
6,2012-09-16 13:00:00,Raiders,-1.0,at Dolphins,41.0,,
7,2012-09-16 13:00:00,at Patriots,-12.5,Cardinals,48.0,,
8,2012-09-16 13:00:00,at Giants,-8.5,Buccaneers,43.5,,
9,2012-09-16 13:00:00,at Eagles,-2.5,Ravens,44.0,,
10,2012-09-16 16:05:00,Cowboys,-3.0,at Seahawks,43.0,,
11,2012-09-16 16:05:00,Redskins,-3.5,at Rams,46.0,,
12,2012-09-16 16:25:00,at Chargers,-6.5,Titans,44.5,,
13,2012-09-16 16:25:00,at Steelers,-4.5,Jets,41.5,,
14,2012-09-16 20:20:00,at 49ers,-7.0,Lions,46.5,,
15,2012-09-17 20:30:00,at Falcons,-3.0,Broncos,48.0,,
0,2012-09-20 20:20:00,at Panthers,-2.5,Giants,49.0,,
1,2012-09-23 13:00:00,at Bears,-7.0,Rams,41.5,,
2,2012-09-23 13:00:00,Bills,-3.0,at Browns,45.5,,
3,2012-09-23 13:00:00,at Cowboys,-8.0,Buccaneers,46.0,,
4,2012-09-23 13:00:00,at Colts,-3.0,Jaguars,43.0,,
5,2012-09-23 13:00:00,Jets,-2.5,at Dolphins,40.5,,
6,2012-09-23 13:00:00,49ers,-7.0,at Vikings,43.0,,
7,2012-09-23 13:00:00,at Saints,-9.0,Chiefs,51.5,,
8,2012-09-23 13:00:00,Lions,-3.5,at Titans,47.0,,
9,2012-09-23 13:00:00,at Redskins,-3.0,Bengals,49.5,,
10,2012-09-23 16:05:00,at Chargers,-3.0,Falcons,47.0,,
11,2012-09-23 16:05:00,Eagles,-3.0,at Cardinals,42.5,,
12,2012-09-23 16:25:00,Texans,-1.5,at Broncos,43.5,,
13,2012-09-23 16:25:00,Steelers,-3.5,at Raiders,45.0,,
14,2012-09-23 20:20:00,at Ravens,-2.5,Patriots,48.5,,
15,2012-09-24 20:30:00,Packers,-3.0,at Seahawks,45.5,,
0,2012-09-27 20:20:00,at Ravens,-12.0,Browns,43.5,,
1,2012-09-30 13:00:00,Patriots,-4.0,at Bills,48.5,,
2,2012-09-30 13:00:00,at Falcons,-7.0,Panthers,48.0,,
3,2012-09-30 13:00:00,at Lions,-3.5,Vikings,48.5,,
4,2012-09-30 13:00:00,at Texans,-13.0,Titans,45.0,,
5,2012-09-30 13:00:00,Chargers,-2.0,at Chiefs,44.0,,
6,2012-09-30 13:00:00,Seahawks,-2.5,at Rams,39.5,,
7,2012-09-30 13:00:00,49ers,-4.0,at Jets,41.0,,
8,2012-09-30 16:05:00,at Broncos,-6.5,Raiders,47.0,,
9,2012-09-30 16:05:00,at Jaguars,-1.0,Bengals,45.5,,
10,2012-09-30 16:05:00,at Cardinals,-4.0,Dolphins,39.0,,
11,2012-09-30 16:25:00,at Packers,-7.5,Saints,54.0,,
12,2012-09-30 16:25:00,at Buccaneers,-2.0,Redskins,44.5,,
13,2012-09-30 20:20:00,at Eagles,-2.5,Giants,46.0,,
14,2012-10-01 20:30:00,at Cowboys,-3.0,Bears,41.5,,
0,2012-10-04 20:20:00,Cardinals,-2.0,at Rams,39.0,,
1,2012-10-07 13:00:00,at Vikings,-6.0,Titans,44.0,,
2,2012-10-07 13:00:00,at Bengals,-3.0,Dolphins,45.5,,
3,2012-10-07 13:00:00,Packers,-6.5,at Colts,49.0,,
4,2012-10-07 13:00:00,Ravens,-6.0,at Chiefs,47.0,,
5,2012-10-07 13:00:00,at Giants,-8.0,Browns,43.5,,
6,2012-10-07 13:00:00,at Steelers,-3.5,Eagles,44.0,,
7,2012-10-07 13:00:00,Falcons,-3.0,at Redskins,51.0,,
8,2012-10-07 16:05:00,at Panthers,-2.0,Seahawks,42.5,,
9,2012-10-07 16:05:00,Bears,-6.5,at Jaguars,39.0,,
10,2012-10-07 16:25:00,at Patriots,-6.0,Broncos,50.5,,
11,2012-10-07 16:25:00,at 49ers,-10.0,Bills,45.5,,
12,2012-10-07 20:20:00,at Saints,-3.5,Chargers,52.5,,
13,2012-10-08 20:30:00,Texans,-9.5,at Jets,40.5,,
0,2012-10-11 20:20:00,Steelers,-6.0,at Titans,43.5,,
1,2012-10-14 13:00:00,at Buccaneers,-4.5,Chiefs,40.0,,
2,2012-10-14 13:00:00,at Falcons,-9.5,Raiders,49.0,,
3,2012-10-14 13:00:00,at Ravens,-3.0,Cowboys,44.5,,
4,2012-10-14 13:00:00,Bengals,-1.5,at Browns,42.0,,
5,2012-10-14 13:00:00,at Dolphins,-5.5,Rams,38.0,,
6,2012-10-14 13:00:00,at Jets,-3.5,Colts,44.0,,
7,2012-10-14 13:00:00,at Eagles,-3.5,Lions,47.5,,
8,2012-10-14 16:05:00,Patriots,-4.0,at Seahawks,42.5,,
9,2012-10-14 16:05:00,at Cardinals,-5.0,Bills,44.5,,
10,2012-10-14 16:25:00,Vikings,-2.5,at Redskins,44.0,,
11,2012-10-14 16:25:00,at 49ers,-7.0,Giants,47.0,,
12,2012-10-14 20:20:00,at Texans,-4.0,Packers,46.5,,
13,2012-10-15 20:30:00,at Chargers,-1.0,Broncos,47.5,,
0,2012-10-18 20:20:00,at 49ers,-9.0,Seahawks,37.5,,
1,2012-10-21 13:00:00,Saints,-1.0,at Buccaneers,49.0,,
2,2012-10-21 13:00:00,at Texans,-7.0,Ravens,47.5,,
3,2012-10-21 13:00:00,at Colts,-1.0,Browns,46.5,,
4,2012-10-21 13:00:00,Packers,-4.5,at Rams,45.0,,
5,2012-10-21 13:00:00,at Vikings,-7.0,Cardinals,39.5,,
6,2012-10-21 13:00:00,at Bills,-4.0,Titans,46.5,,
7,2012-10-21 13:00:00,Cowboys,-2.5,at Panthers,45.0,,
8,2012-10-21 13:00:00,at Giants,-6.5,Redskins,51.5,,
9,2012-10-21 16:25:00,at Raiders,-6.0,Jaguars,44.5,,
10,2012-10-21 16:25:00,at Patriots,-11.0,Jets,47.5,,
11,2012-10-21 20:20:00,Steelers,-1.0,at Bengals,46.0,,
12,2012-10-22 20:30:00,at Bears,-6.5,Lions,46.5,,
0,2012-10-25 20:20:00,at Vikings,-5.5,Buccaneers,43.5,,
1,2012-10-28 13:00:00,at Jets,-1.0,Dolphins,39.0,,
2,2012-10-28 13:00:00,at Eagles,-3.0,Falcons,43.0,,
3,2012-10-28 13:00:00,at Steelers,-4.5,Redskins,44.5,,
4,2012-10-28 13:00:00,at Titans,-3.0,Colts,47.0,,
5,2012-10-28 13:00:00,at Bears,-7.0,Panthers,41.0,,
6,2012-10-28 13:00:00,Chargers,-3.0,at Browns,41.0,,
7,2012-10-28 13:00:00,at Lions,-2.5,Seahawks,43.0,,
8,2012-10-28 13:00:00,at Packers,-15.5,Jaguars,45.5,,
9,2012-10-28 13:00:00,Patriots,-7.0,at Rams,46.0,,
10,2012-10-28 16:05:00,at Chiefs,-1.0,Raiders,41.5,,
11,2012-10-28 16:25:00,Giants,-3.0,at Cowboys,47.5,,
12,2012-10-28 20:20:00,at Broncos,-6.5,Saints,55.0,,
13,2012-10-29 20:30:00,49ers,-7.0,at Cardinals,37.5,,
0,2012-11-01 20:20:00,at Chargers,-7.0,Chiefs,41.0,,
1,2012-11-04 13:00:00,Broncos,-5.0,at Bengals,47.5,,
2,2012-11-04 13:00:00,Ravens,-3.5,at Browns,44.0,,
3,2012-11-04 13:00:00,at Packers,-10.5,Cardinals,43.0,,
4,2012-11-04 13:00:00,at Texans,-11.0,Bills,48.0,,
5,2012-11-04 13:00:00,Dolphins,-2.5,at Colts,44.0,,
6,2012-11-04 13:00:00,Lions,-6.0,at Jaguars,44.0,,
7,2012-11-04 13:00:00,Bears,-5.0,at Titans,44.0,,
8,2012-11-04 13:00:00,at Redskins,-3.0,Panthers,48.0,,
9,2012-11-04 16:05:00,at Raiders,-1.0,Buccaneers,47.0,,
10,2012-11-04 16:05:00,at Seahawks,-4.5,Vikings,38.5,,
11,2012-11-04 16:25:00,at Giants,-3.5,Steelers,48.0,,
12,2012-11-04 20:20:00,at Falcons,-4.0,Cowboys,47.5,,
13,2012-11-05 20:30:00,at Saints,-2.5,Eagles,52.0,,
0,2012-11-08 20:20:00,Colts,-3.0,at Jaguars,43.0,,
1,2012-11-11 13:00:00,at Dolphins,-6.5,Titans,44.0,,
2,2012-11-11 13:00:00,Lions,-3.0,at Vikings,46.0,,
3,2012-11-11 13:00:00,at Patriots,-13.5,Bills,54.0,,
4,2012-11-11 13:00:00,Falcons,-2.0,at Saints,53.5,,
5,2012-11-11 13:00:00,at Ravens,-7.5,Raiders,48.0,,
6,2012-11-11 13:00:00,Broncos,-3.5,at Panthers,46.5,,
7,2012-11-11 13:00:00,Giants,-4.0,at Bengals,47.5,,
8,2012-11-11 13:00:00,at Buccaneers,-3.0,Chargers,47.5,,
9,2012-11-11 16:05:00,at Seahawks,-5.5,Jets,38.5,,
10,2012-11-11 16:25:00,at 49ers,-13.0,Rams,38.0,,
11,2012-11-11 16:25:00,Cowboys,-2.0,at Eagles,44.0,,
12,2012-11-11 20:20:00,at Bears,-1.0,Texans,37.0,,
13,2012-11-12 20:30:00,at Steelers,-12.5,Chiefs,39.5,,
0,2012-11-15 20:20:00,at Bills,-2.5,Dolphins,46.0,,
1,2012-11-18 13:00:00,at Panthers,-1.0,Buccaneers,47.0,,
2,2012-11-18 13:00:00,at Cowboys,-7.0,Browns,43.5,,
3,2012-11-18 13:00:00,at Falcons,-9.5,Cardinals,43.0,,
4,2012-11-18 13:00:00,at Redskins,-3.5,Eagles,45.5,,
5,2012-11-18 13:00:00,Packers,-3.0,at Lions,53.5,,
6,2012-11-18 13:00:00,at Texans,-15.0,Jaguars,40.5,,
7,2012-11-18 13:00:00,Bengals,-3.0,at Chiefs,42.0,,
8,2012-11-18 13:00:00,at Rams,-3.5,Jets,39.0,,
9,2012-11-18 13:00:00,at Patriots,-9.5,Colts,53.5,,
10,2012-11-18 16:05:00,Saints,-6.0,at Raiders,55.5,,
11,2012-11-18 16:25:00,at Broncos,-7.5,Chargers,47.5,,
12,2012-11-18 20:20:00,Ravens,-3.0,at Steelers,41.0,,
13,2012-11-19 20:30:00,at 49ers,-3.5,Bears,34.5,,
0,2012-11-22 12:30:00,Texans,-3.5,at Lions,49.0,,
1,2012-11-22 16:25:00,at Cowboys,-3.5,Redskins,47.0,,
2,2012-11-22 20:20:00,Patriots,-7.0,at Jets,48.5,,
3,2012-11-25 13:00:00,Seahawks,-3.0,at Dolphins,37.5,,
4,2012-11-25 13:00:00,Falcons,-1.0,at Buccaneers,51.0,,
5,2012-11-25 13:00:00,at Bears,-6.5,Vikings,38.5,,
6,2012-11-25 13:00:00,at Bengals,-8.0,Raiders,50.0,,
7,2012-11-25 13:00:00,Steelers,-1.0,at Browns,33.0,,
8,2012-11-25 13:00:00,at Colts,-2.0,Bills,51.0,,
9,2012-11-25 13:00:00,Titans,-3.5,at Jaguars,45.0,,
10,2012-11-25 13:00:00,Broncos,-10.5,at Chiefs,41.5,,
11,2012-11-25 16:05:00,Ravens,-1.0,at Chargers,47.0,,
12,2012-11-25 16:25:00,at Cardinals,-1.0,Rams,36.5,,
13,2012-11-25 16:25:00,49ers,-2.5,at Saints,50.0,,
14,2012-11-25 20:20:00,at Giants,-2.5,Packers,50.5,,
15,2012-11-26 20:30:00,Panthers,-3.0,at Eagles,41.5,,
0,2012-11-29 20:20:00,at Falcons,-3.5,Saints,54.5,,
1,2012-12-02 13:00:00,at Bills,-6.0,Jaguars,41.0,,
2,2012-12-02 13:00:00,at Bears,-3.0,Seahawks,37.0,,
3,2012-12-02 13:00:00,at Lions,-7.0,Colts,51.5,,
4,2012-12-02 13:00:00,at Packers,-7.0,Vikings,47.0,,
5,2012-12-02 13:00:00,Panthers,-5.5,at Chiefs,41.0,,
6,2012-12-02 13:00:00,49ers,-7.5,at Rams,41.0,,
7,2012-12-02 13:00:00,Patriots,-7.0,at Dolphins,51.0,,
8,2012-12-02 13:00:00,at Jets,-6.0,Cardinals,37.0,,
9,2012-12-02 13:00:00,Texans,-7.0,at Titans,48.0,,
10,2012-12-02 16:05:00,at Broncos,-8.0,Buccaneers,49.5,,
11,2012-12-02 16:25:00,Browns,-2.5,at Raiders,39.5,,
12,2012-12-02 16:25:00,at Chargers,-1.0,Bengals,46.0,,
13,2012-12-02 16:25:00,at Ravens,-7.0,Steelers,36.5,,
14,2012-12-02 20:20:00,at Cowboys,-10.5,Eagles,44.5,,
15,2012-12-03 20:30:00,Giants,-3.0,at Redskins,50.0,,
